stoties_kodas,ilguma,platuma,oro_temp,juntamoji_temp,debesuotumas,slegis_juros_lyg,santyk_oro_dregme,kritutliu_kiekis,year,month
telsiu-ams,22.256657,55.991245,6.5,5.767857142857143,54.467213114754095,1016.8630952380952,75.84722222222223,27.4,2013,04
ukmerges-ams,24.760335,55.264145,8.082936507936509,7.782539682539682,54.944,1017.7696428571429,70.82539682539682,16.1,2013,04
utenos-ams,25.589692,55.515321,7.712301587301587,7.4811507936507935,58.59281437125748,1017.6642857142857,69.71230158730158,10.2,2013,04
varenos-ams,24.55176,54.248271,8.316733067729084,8.147011952191235,56.008097165991906,1018.3178571428572,68.46812749003983,19.8,2013,04
vilniaus-ams,25.107064,54.625992,7.925646123260437,7.497813121272366,57.861167002012074,1018.2232142857143,70.22664015904573,21.4,2013,04
birzu-ams,24.774184,56.193191,16.088172043010754,16.066397849462366,43.49528936742934,1012.4681451612904,72.51344086021506,46.6,2013,05
dotnuvos-ams,23.866224,55.395993,16.04744623655914,16.036693548387095,0.0,1012.3416666666666,70.17876344086021,59.3,2013,05
duksto-ams,26.31614,55.517856,16.04247311827957,16.021908602150535,40.90982503364737,1012.484811827957,69.21370967741936,53.6,2013,05
kauno-ams,23.83588,54.88396,16.11008064516129,16.091801075268815,37.57123473541384,1012.0565860215054,69.93010752688173,76.2,2013,05
klaipedos-ams,21.09157,55.73135,14.246311475409835,14.206557377049181,43.372764786795045,1012.213387978142,73.33060109289617,38.8,2013,05
kybartu-ams,22.783011,54.633167,15.433736559139787,15.398252688172041,47.15094339622642,1011.8982526881721,71.76344086021506,61.5,2013,05
laukuvos-ams,22.239463,55.60886,14.263440860215054,14.213440860215053,48.34281842818428,1012.2427419354839,73.09677419354838,64.7,2013,05
lazdiju-ams,23.51068,54.23221,15.569623655913977,15.55013440860215,48.233870967741936,1011.9913978494624,70.74059139784946,61.9,2013,05
nidos-ams,21.00736,55.30221,14.63467741935484,14.624596774193549,43.69407008086253,1012.0297043010752,75.76075268817205,51.2,2013,05
panevezio-ams,24.417184,55.735154,16.037768817204302,16.023790322580645,42.85579514824798,1012.379435483871,68.39247311827957,56.0,2013,05
raseiniu-ams,23.133073,55.394569,15.155913978494624,15.131182795698924,46.017615176151764,1012.140188172043,72.06317204301075,87.3,2013,05
siauliu-ams,23.331111,55.942222,15.608198924731182,15.585618279569893,44.814516129032256,1012.4459677419355,67.20698924731182,62.1,2013,05
silutes-ams,21.446944,55.352222,15.081720430107525,15.057930107526882,45.90933694181326,1012.100940860215,71.41666666666667,34.6,2013,05
telsiu-ams,22.256657,55.991245,14.616666666666665,14.55766129032258,44.629878869448184,1012.4030913978495,71.41397849462365,85.2,2013,05
ukmerges-ams,24.760335,55.264145,16.161155913978494,16.145430107526884,42.38814016172507,1012.2811827956989,69.79569892473118,103.3,2013,05
utenos-ams,25.589692,55.515321,15.99986559139785,15.993413978494624,45.252043596730246,1012.3716397849462,70.48387096774194,102.7,2013,05
varenos-ams,24.55176,54.248271,15.682930107526882,15.669354838709678,50.93724420190996,1012.0270161290322,70.84543010752688,61.6,2013,05
vilniaus-ams,25.107064,54.625992,16.196236559139784,16.182930107526882,47.31029810298103,1012.1650537634409,68.86827956989248,58.8,2013,05
birzu-ams,24.774184,56.193191,18.629305555555558,18.665,42.93723849372385,1014.9066666666668,74.8375,73.1,2013,06
dotnuvos-ams,23.866224,55.395993,18.474053295932677,18.512201963534363,0.0,1015.2109396914447,73.44600280504909,36.7,2013,06
duksto-ams,26.31614,55.517856,18.469583333333333,18.453888888888887,40.03072625698324,1014.9968055555555,70.40277777777777,53.7,2013,06
kauno-ams,23.83588,54.88396,18.556527777777777,18.56902777777778,29.892156862745097,1015.0136111111112,73.28194444444445,42.2,2013,06
klaipedos-ams,21.09157,55.73135,16.65888888888889,16.67888888888889,44.590529247910865,1015.1702777777778,77.39027777777778,32.4,2013,06
kybartu-ams,22.783011,54.633167,18.009166666666665,18.0325,48.64095371669004,1015.041111111111,75.925,93.10000000000001,2013,06
laukuvos-ams,22.239463,55.60886,17.050416666666667,17.062083333333334,47.83286908077994,1015.10125,75.27222222222223,57.199999999999996,2013,06
lazdiju-ams,23.51068,54.23221,17.8175,17.80875,45.70868347338936,1015.1780555555555,75.56805555555556,99.4,2013,06
nidos-ams,21.00736,55.30221,17.471805555555555,17.495833333333334,43.19327731092437,1015.135138888889,75.80972222222222,65.6,2013,06
panevezio-ams,24.417184,55.735154,18.463472222222222,18.477638888888887,42.8027972027972,1015.0361111111112,71.73472222222222,59.199999999999996,2013,06
raseiniu-ams,23.133073,55.394569,17.765833333333333,17.789166666666667,20.291666666666668,1014.9841666666666,74.78055555555555,25.5,2013,06
