name,year,month,infection,forest cover,population,area,oro_temp,juntamoji_temp,debesuotumas,slegis_juros_lyg,santyk_oro_dregme,kritutliu_kiekis,krituliu_kiekis
Alytaus apskritis,2004,3,1,49.0,182751.0,5418.0,1.4064516129032258,,,,,,40.3
Alytaus m. sav.,2004,3,1,30.4,70053.0,39.0,1.4064516129032258,,,,,,40.3
Druskininkų sav.,2004,3,0,69.2,24665.0,453.0,1.6870967741935483,,,,,,41.4
Alytaus r. sav.,2004,3,0,24.6,31741.0,1403.0,1.4064516129032258,,,,,,40.3
Lazdijų r. sav.,2004,3,0,34.8,26221.0,1306.0,1.6870967741935483,,,,,,41.4
Varėnos r. sav.,2004,3,0,69.0,30071.0,2216.0,1.4064516129032258,,,,,,40.3
Kauno apskritis,2004,3,22,29.5,682074.0,8087.0,1.5935483870967742,,,,,,59.199999999999996
Kauno m. sav.,2004,3,18,20.6,363952.0,157.0,1.5935483870967742,,,,,,59.199999999999996
Jonavos r. sav.,2004,3,0,41.8,51510.0,944.0,1.6774193548387097,,,,,,34.1
Kaišiadorių r. sav.,2004,3,2,31.4,37117.0,1087.0,1.5935483870967742,,,,,,59.199999999999996
Kauno r. sav.,2004,3,1,32.6,83167.0,1496.0,1.5935483870967742,,,,,,59.199999999999996
Kėdainių r. sav.,2004,3,0,25.5,63692.0,1677.0,1.4903225806451612,,,,,,43.0
Prienų r. sav.,2004,3,0,27.4,34438.0,1033.0,1.5935483870967742,,,,,,59.199999999999996
Raseinių r. sav.,2004,3,1,22.9,42958.0,1573.0,1.0129032258064516,,,,,,62.7
Klaipėdos apskritis,2004,3,1,24.7,376854.0,5222.0,1.3580645161290323,,,,,,51.3
Klaipėdos m. sav.,2004,3,0,16.3,186811.0,98.0,1.3580645161290323,,,,,,51.3
Palangos m. sav.,2004,3,0,39.9,17222.0,79.0,1.3580645161290323,,,,,,51.3
Klaipėdos r. sav.,2004,3,0,23.8,47367.0,1323.0,1.3580645161290323,,,,,,51.3
Kretingos r. sav.,2004,3,0,33.1,45454.0,989.0,1.3580645161290323,,,,,,51.3
Skuodo r. sav.,2004,3,0,15.4,24613.0,911.0,0.6548387096774194,,,,,,64.4
Šilutės r. sav.,2004,3,1,22.1,53143.0,1682.0,1.2870967741935484,,,,,,45.0
Marijampolės apskritis,2004,3,1,21.6,184058.0,4465.0,2.164516129032258,,,,,,44.300000000000004
Marijampolės r. sav.,2004,3,0,,,,2.164516129032258,,,,,,44.300000000000004
Šakių r. sav.,2004,3,0,22.8,37575.0,1454.0,2.164516129032258,,,,,,44.300000000000004
Vilkaviškio r. sav.,2004,3,1,10.5,49137.0,1262.0,2.164516129032258,,,,,,44.300000000000004
Panevėžio apskritis,2004,3,14,27.2,290097.0,7878.0,0.9516129032258065,,,,,,44.699999999999996
Panevėžio m. sav.,2004,3,7,0.6,114917.0,50.0,1.4967741935483874,,,,,,41.2
Biržų r. sav.,2004,3,1,26.3,34266.0,1476.0,0.9516129032258065,,,,,,44.699999999999996
Kupiškio r. sav.,2004,3,0,27.9,23865.0,1080.0,1.4967741935483874,,,,,,41.2
Panevėžio r. sav.,2004,3,1,33.9,42588.0,2177.0,1.4967741935483874,,,,,,41.2
Pasvalio r. sav.,2004,3,0,16.5,33629.0,1289.0,0.9516129032258065,,,,,,44.699999999999996
Rokiškio r. sav.,2004,3,5,27.9,40832.0,1806.0,1.1483870967741936,,,,,,43.4
Šiaulių apskritis,2004,3,6,25.8,357441.0,8537.0,1.067741935483871,,,,,,54.3
Šiaulių m. sav.,2004,3,4,15.0,127805.0,82.0,1.067741935483871,,,,,,54.3
Akmenės r. sav.,2004,3,0,32.1,28951.0,844.0,0.6548387096774194,,,,,,64.4
Joniškio r. sav.,2004,3,0,18.4,31012.0,1152.0,1.067741935483871,,,,,,54.3
Kelmės r. sav.,2004,3,1,26.2,39498.0,1705.0,1.0129032258064516,,,,,,62.7
Radviliškio r. sav.,2004,3,0,25.7,50638.0,1634.0,1.067741935483871,,,,,,54.3
Šiaulių r. sav.,2004,3,1,32.6,51002.0,1806.0,1.067741935483871,,,,,,54.3
Tauragės apskritis,2004,3,0,31.7,130179.0,4408.0,0.2612903225806451,,,,,,69.4
Jurbarko r. sav.,2004,3,0,38.0,36314.0,1506.0,1.0129032258064516,,,,,,62.7
Šilalės r. sav.,2004,3,0,24.0,30768.0,1188.0,0.2612903225806451,,,,,,69.4
Tauragės r. sav.,2004,3,0,38.5,51352.0,1179.0,0.2612903225806451,,,,,,69.4
Telšių apskritis,2004,3,4,32.9,175090.0,4349.0,0.6548387096774194,,,,,,64.4
Mažeikių r. sav.,2004,3,1,29.3,65831.0,1220.0,0.6548387096774194,,,,,,64.4
Plungės r. sav.,2004,3,0,32.7,43349.0,1105.0,0.6548387096774194,,,,,,64.4
Telšių r. sav.,2004,3,3,29.7,55587.0,1439.0,0.6548387096774194,,,,,,64.4
Utenos apskritis,2004,3,6,32.8,178637.0,7191.0,1.1483870967741936,,,,,,43.4
Visagino sav.,2004,3,0,56.0,27915.0,58.0,0.432258064516129,,,,,,30.9
Anykščių r. sav.,2004,3,3,30.3,33783.0,1764.0,1.1483870967741936,,,,,,43.4
Ignalinos r. sav.,2004,3,0,35.5,21944.0,1441.0,0.432258064516129,,,,,,30.9
Molėtų r. sav.,2004,3,0,28.5,24268.0,1367.0,1.1483870967741936,,,,,,43.4
Utenos r. sav.,2004,3,3,31.8,48800.0,1230.0,1.1483870967741936,,,,,,43.4
Zarasų r. sav.,2004,3,0,37.2,21927.0,1331.0,0.432258064516129,,,,,,30.9
Vilniaus apskritis,2004,3,6,41.9,841748.0,9730.0,1.1903225806451612,,,,,,38.1
Šalčininkų r. sav.,2004,3,0,46.2,38205.0,1493.0,1.1903225806451612,,,,,,38.1
Širvintų r. sav.,2004,3,0,30.5,19677.0,905.0,1.6774193548387097,,,,,,34.1
Švenčionių r. sav.,2004,3,0,55.8,32002.0,1691.0,0.432258064516129,,,,,,30.9
Ukmergės r. sav.,2004,3,0,31.3,46920.0,1395.0,1.6774193548387097,,,,,,34.1
Trakų r. sav.,2004,3,1,47.5,36916.0,1207.0,1.1903225806451612,,,,,,38.1
Alytaus apskritis,2004,4,2,49.0,182751.0,5418.0,6.626666666666667,,,,,,40.400000000000006
Alytaus m. sav.,2004,4,1,30.4,70053.0,39.0,6.626666666666667,,,,,,40.400000000000006
Druskininkų sav.,2004,4,0,69.2,24665.0,453.0,7.46,,,,,,47.1
Alytaus r. sav.,2004,4,0,24.6,31741.0,1403.0,6.626666666666667,,,,,,40.400000000000006
Lazdijų r. sav.,2004,4,1,34.8,26221.0,1306.0,7.46,,,,,,47.1
Varėnos r. sav.,2004,4,0,69.0,30071.0,2216.0,6.626666666666667,,,,,,40.400000000000006
Kauno apskritis,2004,4,9,29.5,682074.0,8087.0,7.426666666666667,,,,,,15.1
Kauno m. sav.,2004,4,5,20.6,363952.0,157.0,7.426666666666667,,,,,,15.1
Jonavos r. sav.,2004,4,0,41.8,51510.0,944.0,7.426666666666666,,,,,,39.9
Kaišiadorių r. sav.,2004,4,1,31.4,37117.0,1087.0,7.426666666666667,,,,,,15.1
Kauno r. sav.,2004,4,1,32.6,83167.0,1496.0,7.426666666666667,,,,,,15.1
Kėdainių r. sav.,2004,4,2,25.5,63692.0,1677.0,7.569999999999999,,,,,,11.1
Prienų r. sav.,2004,4,0,27.4,34438.0,1033.0,7.426666666666667,,,,,,15.1
Raseinių r. sav.,2004,4,0,22.9,42958.0,1573.0,6.89,,,,,,4.2
Klaipėdos apskritis,2004,4,3,24.7,376854.0,5222.0,7.003333333333333,,,,,,14.0
Klaipėdos m. sav.,2004,4,0,16.3,186811.0,98.0,7.003333333333333,,,,,,14.0
Palangos m. sav.,2004,4,2,39.9,17222.0,79.0,7.003333333333333,,,,,,14.0
Klaipėdos r. sav.,2004,4,1,23.8,47367.0,1323.0,7.003333333333333,,,,,,14.0
Kretingos r. sav.,2004,4,0,33.1,45454.0,989.0,7.003333333333333,,,,,,14.0
Skuodo r. sav.,2004,4,0,15.4,24613.0,911.0,6.930000000000001,,,,,,12.5
Šilutės r. sav.,2004,4,0,22.1,53143.0,1682.0,7.47,,,,,,19.3
Marijampolės apskritis,2004,4,3,21.6,184058.0,4465.0,7.833333333333333,,,,,,21.6
Marijampolės r. sav.,2004,4,1,,,,7.833333333333333,,,,,,21.6
Šakių r. sav.,2004,4,1,22.8,37575.0,1454.0,7.833333333333333,,,,,,21.6
Vilkaviškio r. sav.,2004,4,1,10.5,49137.0,1262.0,7.833333333333333,,,,,,21.6
Panevėžio apskritis,2004,4,12,27.2,290097.0,7878.0,7.1466666666666665,,,,,,13.7
Panevėžio m. sav.,2004,4,5,0.6,114917.0,50.0,7.256666666666666,,,,,,24.0
Biržų r. sav.,2004,4,0,26.3,34266.0,1476.0,7.1466666666666665,,,,,,13.7
Kupiškio r. sav.,2004,4,0,27.9,23865.0,1080.0,7.256666666666666,,,,,,24.0
Panevėžio r. sav.,2004,4,1,33.9,42588.0,2177.0,7.256666666666666,,,,,,24.0
Pasvalio r. sav.,2004,4,0,16.5,33629.0,1289.0,7.1466666666666665,,,,,,13.7
Rokiškio r. sav.,2004,4,6,27.9,40832.0,1806.0,6.776666666666667,,,,,,15.0
Šiaulių apskritis,2004,4,4,25.8,357441.0,8537.0,6.83,,,,,,10.6
Šiaulių m. sav.,2004,4,3,15.0,127805.0,82.0,6.83,,,,,,10.6
Akmenės r. sav.,2004,4,0,32.1,28951.0,844.0,6.930000000000001,,,,,,12.5
Joniškio r. sav.,2004,4,0,18.4,31012.0,1152.0,6.83,,,,,,10.6
Kelmės r. sav.,2004,4,0,26.2,39498.0,1705.0,6.89,,,,,,4.2
Radviliškio r. sav.,2004,4,0,25.7,50638.0,1634.0,6.83,,,,,,10.6
Šiaulių r. sav.,2004,4,1,32.6,51002.0,1806.0,6.83,,,,,,10.6
Tauragės apskritis,2004,4,2,31.7,130179.0,4408.0,6.55,,,,,,14.8
Jurbarko r. sav.,2004,4,0,38.0,36314.0,1506.0,6.89,,,,,,4.2
Šilalės r. sav.,2004,4,0,24.0,30768.0,1188.0,6.55,,,,,,14.8
Tauragės r. sav.,2004,4,2,38.5,51352.0,1179.0,6.55,,,,,,14.8
Telšių apskritis,2004,4,2,32.9,175090.0,4349.0,6.930000000000001,,,,,,12.5
Mažeikių r. sav.,2004,4,1,29.3,65831.0,1220.0,6.930000000000001,,,,,,12.5
Plungės r. sav.,2004,4,1,32.7,43349.0,1105.0,6.930000000000001,,,,,,12.5
Telšių r. sav.,2004,4,0,29.7,55587.0,1439.0,6.930000000000001,,,,,,12.5
Utenos apskritis,2004,4,5,32.8,178637.0,7191.0,6.776666666666667,,,,,,15.0
Visagino sav.,2004,4,1,56.0,27915.0,58.0,6.613333333333333,,,,,,13.4
Anykščių r. sav.,2004,4,2,30.3,33783.0,1764.0,6.776666666666667,,,,,,15.0
Ignalinos r. sav.,2004,4,0,35.5,21944.0,1441.0,6.613333333333333,,,,,,13.4
Molėtų r. sav.,2004,4,0,28.5,24268.0,1367.0,6.776666666666667,,,,,,15.0
Utenos r. sav.,2004,4,2,31.8,48800.0,1230.0,6.776666666666667,,,,,,15.0
Zarasų r. sav.,2004,4,0,37.2,21927.0,1331.0,6.613333333333333,,,,,,13.4
Vilniaus apskritis,2004,4,4,41.9,841748.0,9730.0,7.003333333333333,,,,,,63.4
Šalčininkų r. sav.,2004,4,0,46.2,38205.0,1493.0,7.003333333333333,,,,,,63.4
Širvintų r. sav.,2004,4,0,30.5,19677.0,905.0,7.426666666666666,,,,,,39.9
Švenčionių r. sav.,2004,4,0,55.8,32002.0,1691.0,6.613333333333333,,,,,,13.4
Ukmergės r. sav.,2004,4,0,31.3,46920.0,1395.0,7.426666666666666,,,,,,39.9
Trakų r. sav.,2004,4,2,47.5,36916.0,1207.0,7.003333333333333,,,,,,63.4
Alytaus apskritis,2004,5,0,49.0,182751.0,5418.0,10.480645161290322,,,,,,52.1
Alytaus m. sav.,2004,5,0,30.4,70053.0,39.0,10.480645161290322,,,,,,52.1
Druskininkų sav.,2004,5,0,69.2,24665.0,453.0,10.83548387096774,,,,,,60.6
Alytaus r. sav.,2004,5,0,24.6,31741.0,1403.0,10.480645161290322,,,,,,52.1
Lazdijų r. sav.,2004,5,0,34.8,26221.0,1306.0,10.83548387096774,,,,,,60.6
Varėnos r. sav.,2004,5,0,69.0,30071.0,2216.0,10.480645161290322,,,,,,52.1
Kauno apskritis,2004,5,17,29.5,682074.0,8087.0,10.983870967741936,,,,,,39.3
Kauno m. sav.,2004,5,13,20.6,363952.0,157.0,10.983870967741936,,,,,,39.3
Jonavos r. sav.,2004,5,3,41.8,51510.0,944.0,10.948387096774193,,,,,,35.699999999999996
Kaišiadorių r. sav.,2004,5,0,31.4,37117.0,1087.0,10.983870967741936,,,,,,39.3
Kauno r. sav.,2004,5,0,32.6,83167.0,1496.0,10.983870967741936,,,,,,39.3
Kėdainių r. sav.,2004,5,0,25.5,63692.0,1677.0,11.174193548387096,,,,,,27.799999999999997
Prienų r. sav.,2004,5,0,27.4,34438.0,1033.0,10.983870967741936,,,,,,39.3
Raseinių r. sav.,2004,5,1,22.9,42958.0,1573.0,10.293548387096775,,,,,,38.8
Klaipėdos apskritis,2004,5,7,24.7,376854.0,5222.0,10.938709677419356,,,,,,34.8
Klaipėdos m. sav.,2004,5,4,16.3,186811.0,98.0,10.938709677419356,,,,,,34.8
Palangos m. sav.,2004,5,0,39.9,17222.0,79.0,10.938709677419356,,,,,,34.8
Klaipėdos r. sav.,2004,5,1,23.8,47367.0,1323.0,10.938709677419356,,,,,,34.8
Kretingos r. sav.,2004,5,0,33.1,45454.0,989.0,10.938709677419356,,,,,,34.8
Skuodo r. sav.,2004,5,0,15.4,24613.0,911.0,10.44516129032258,,,,,,45.4
Šilutės r. sav.,2004,5,2,22.1,53143.0,1682.0,10.80967741935484,,,,,,28.7
Marijampolės apskritis,2004,5,0,21.6,184058.0,4465.0,11.180645161290323,,,,,,62.0
Marijampolės r. sav.,2004,5,0,,,,11.180645161290323,,,,,,62.0
Šakių r. sav.,2004,5,0,22.8,37575.0,1454.0,11.180645161290323,,,,,,62.0
Vilkaviškio r. sav.,2004,5,0,10.5,49137.0,1262.0,11.180645161290323,,,,,,62.0
Panevėžio apskritis,2004,5,9,27.2,290097.0,7878.0,10.796774193548387,,,,,,27.8
Panevėžio m. sav.,2004,5,3,0.6,114917.0,50.0,10.890322580645162,,,,,,27.4
Biržų r. sav.,2004,5,2,26.3,34266.0,1476.0,10.796774193548387,,,,,,27.8
Kupiškio r. sav.,2004,5,0,27.9,23865.0,1080.0,10.890322580645162,,,,,,27.4
Panevėžio r. sav.,2004,5,2,33.9,42588.0,2177.0,10.890322580645162,,,,,,27.4
Pasvalio r. sav.,2004,5,0,16.5,33629.0,1289.0,10.796774193548387,,,,,,27.8
Rokiškio r. sav.,2004,5,2,27.9,40832.0,1806.0,10.483870967741936,,,,,,42.5
Šiaulių apskritis,2004,5,8,25.8,357441.0,8537.0,10.461290322580645,,,,,,29.3
Šiaulių m. sav.,2004,5,1,15.0,127805.0,82.0,10.461290322580645,,,,,,29.3
Akmenės r. sav.,2004,5,2,32.1,28951.0,844.0,10.44516129032258,,,,,,45.4
Joniškio r. sav.,2004,5,0,18.4,31012.0,1152.0,10.461290322580645,,,,,,29.3
Kelmės r. sav.,2004,5,0,26.2,39498.0,1705.0,10.293548387096775,,,,,,38.8
Radviliškio r. sav.,2004,5,1,25.7,50638.0,1634.0,10.461290322580645,,,,,,29.3
Šiaulių r. sav.,2004,5,2,32.6,51002.0,1806.0,10.461290322580645,,,,,,29.3
Tauragės apskritis,2004,5,2,31.7,130179.0,4408.0,9.851612903225806,,,,,,48.699999999999996
Jurbarko r. sav.,2004,5,0,38.0,36314.0,1506.0,10.293548387096775,,,,,,38.8
Šilalės r. sav.,2004,5,0,24.0,30768.0,1188.0,9.851612903225806,,,,,,48.699999999999996
Tauragės r. sav.,2004,5,2,38.5,51352.0,1179.0,9.851612903225806,,,,,,48.699999999999996
Telšių apskritis,2004,5,4,32.9,175090.0,4349.0,10.44516129032258,,,,,,45.4
Mažeikių r. sav.,2004,5,1,29.3,65831.0,1220.0,10.44516129032258,,,,,,45.4
Plungės r. sav.,2004,5,0,32.7,43349.0,1105.0,10.44516129032258,,,,,,45.4
Telšių r. sav.,2004,5,3,29.7,55587.0,1439.0,10.44516129032258,,,,,,45.4
Utenos apskritis,2004,5,2,32.8,178637.0,7191.0,10.483870967741936,,,,,,42.5
Visagino sav.,2004,5,0,56.0,27915.0,58.0,10.161290322580646,,,,,,25.7
Anykščių r. sav.,2004,5,0,30.3,33783.0,1764.0,10.483870967741936,,,,,,42.5
Ignalinos r. sav.,2004,5,0,35.5,21944.0,1441.0,10.161290322580646,,,,,,25.7
Molėtų r. sav.,2004,5,0,28.5,24268.0,1367.0,10.483870967741936,,,,,,42.5
Utenos r. sav.,2004,5,2,31.8,48800.0,1230.0,10.483870967741936,,,,,,42.5
Zarasų r. sav.,2004,5,0,37.2,21927.0,1331.0,10.161290322580646,,,,,,25.7
Vilniaus apskritis,2004,5,4,41.9,841748.0,9730.0,10.33548387096774,,,,,,44.8
Šalčininkų r. sav.,2004,5,0,46.2,38205.0,1493.0,10.33548387096774,,,,,,44.8
Širvintų r. sav.,2004,5,0,30.5,19677.0,905.0,10.948387096774193,,,,,,35.699999999999996
Švenčionių r. sav.,2004,5,0,55.8,32002.0,1691.0,10.161290322580646,,,,,,25.7
Ukmergės r. sav.,2004,5,0,31.3,46920.0,1395.0,10.948387096774193,,,,,,35.699999999999996
Trakų r. sav.,2004,5,1,47.5,36916.0,1207.0,10.33548387096774,,,,,,44.8
Alytaus apskritis,2004,6,1,49.0,182751.0,5418.0,14.436666666666667,,,,,,73.7
Alytaus m. sav.,2004,6,1,30.4,70053.0,39.0,14.436666666666667,,,,,,73.7
Druskininkų sav.,2004,6,0,69.2,24665.0,453.0,14.253333333333334,,,,,,86.0
Alytaus r. sav.,2004,6,0,24.6,31741.0,1403.0,14.436666666666667,,,,,,73.7
Lazdijų r. sav.,2004,6,0,34.8,26221.0,1306.0,14.253333333333334,,,,,,86.0
Varėnos r. sav.,2004,6,0,69.0,30071.0,2216.0,14.436666666666667,,,,,,73.7
Kauno apskritis,2004,6,34,29.5,682074.0,8087.0,14.153333333333332,,,,,,63.1
Kauno m. sav.,2004,6,17,20.6,363952.0,157.0,14.153333333333332,,,,,,63.1
Jonavos r. sav.,2004,6,5,41.8,51510.0,944.0,14.356666666666666,,,,,,79.6
Kaišiadorių r. sav.,2004,6,1,31.4,37117.0,1087.0,14.153333333333332,,,,,,63.1
Kauno r. sav.,2004,6,5,32.6,83167.0,1496.0,14.153333333333332,,,,,,63.1
Kėdainių r. sav.,2004,6,2,25.5,63692.0,1677.0,14.24,,,,,,44.1
Prienų r. sav.,2004,6,1,27.4,34438.0,1033.0,14.153333333333332,,,,,,63.1
Raseinių r. sav.,2004,6,3,22.9,42958.0,1573.0,13.496666666666666,,,,,,60.6
Klaipėdos apskritis,2004,6,5,24.7,376854.0,5222.0,13.713333333333333,,,,,,54.9
Klaipėdos m. sav.,2004,6,4,16.3,186811.0,98.0,13.713333333333333,,,,,,54.9
Palangos m. sav.,2004,6,0,39.9,17222.0,79.0,13.713333333333333,,,,,,54.9
Klaipėdos r. sav.,2004,6,1,23.8,47367.0,1323.0,13.713333333333333,,,,,,54.9
Kretingos r. sav.,2004,6,0,33.1,45454.0,989.0,13.713333333333333,,,,,,54.9
Skuodo r. sav.,2004,6,0,15.4,24613.0,911.0,13.53,,,,,,71.2
Šilutės r. sav.,2004,6,0,22.1,53143.0,1682.0,13.639999999999999,,,,,,74.4
Marijampolės apskritis,2004,6,1,21.6,184058.0,4465.0,14.276666666666667,,,,,,94.2
Marijampolės r. sav.,2004,6,1,,,,14.276666666666667,,,,,,94.2
Šakių r. sav.,2004,6,0,22.8,37575.0,1454.0,14.276666666666667,,,,,,94.2
Vilkaviškio r. sav.,2004,6,0,10.5,49137.0,1262.0,14.276666666666667,,,,,,94.2
Panevėžio apskritis,2004,6,13,27.2,290097.0,7878.0,14.15,,,,,,100.8
Panevėžio m. sav.,2004,6,7,0.6,114917.0,50.0,14.213333333333333,,,,,,70.39999999999999
Biržų r. sav.,2004,6,0,26.3,34266.0,1476.0,14.15,,,,,,100.8
Kupiškio r. sav.,2004,6,0,27.9,23865.0,1080.0,14.213333333333333,,,,,,70.39999999999999
Panevėžio r. sav.,2004,6,3,33.9,42588.0,2177.0,14.213333333333333,,,,,,70.39999999999999
Pasvalio r. sav.,2004,6,0,16.5,33629.0,1289.0,14.15,,,,,,100.8
Rokiškio r. sav.,2004,6,3,27.9,40832.0,1806.0,13.886666666666667,,,,,,125.5
Šiaulių apskritis,2004,6,8,25.8,357441.0,8537.0,13.863333333333333,,,,,,93.7
Šiaulių m. sav.,2004,6,3,15.0,127805.0,82.0,13.863333333333333,,,,,,93.7
Akmenės r. sav.,2004,6,1,32.1,28951.0,844.0,13.53,,,,,,71.2
Joniškio r. sav.,2004,6,0,18.4,31012.0,1152.0,13.863333333333333,,,,,,93.7
Kelmės r. sav.,2004,6,0,26.2,39498.0,1705.0,13.496666666666666,,,,,,60.6
Radviliškio r. sav.,2004,6,0,25.7,50638.0,1634.0,13.863333333333333,,,,,,93.7
Šiaulių r. sav.,2004,6,3,32.6,51002.0,1806.0,13.863333333333333,,,,,,93.7
Tauragės apskritis,2004,6,1,31.7,130179.0,4408.0,12.826666666666666,,,,,,92.2
Jurbarko r. sav.,2004,6,1,38.0,36314.0,1506.0,13.496666666666666,,,,,,60.6
Šilalės r. sav.,2004,6,0,24.0,30768.0,1188.0,12.826666666666666,,,,,,92.2
Tauragės r. sav.,2004,6,0,38.5,51352.0,1179.0,12.826666666666666,,,,,,92.2
Telšių apskritis,2004,6,2,32.9,175090.0,4349.0,13.53,,,,,,71.2
Mažeikių r. sav.,2004,6,1,29.3,65831.0,1220.0,13.53,,,,,,71.2
Plungės r. sav.,2004,6,0,32.7,43349.0,1105.0,13.53,,,,,,71.2
Telšių r. sav.,2004,6,1,29.7,55587.0,1439.0,13.53,,,,,,71.2
Utenos apskritis,2004,6,6,32.8,178637.0,7191.0,13.886666666666667,,,,,,125.5
Visagino sav.,2004,6,0,56.0,27915.0,58.0,13.626666666666667,,,,,,122.69999999999999
Anykščių r. sav.,2004,6,0,30.3,33783.0,1764.0,13.886666666666667,,,,,,125.5
Ignalinos r. sav.,2004,6,0,35.5,21944.0,1441.0,13.626666666666667,,,,,,122.69999999999999
Molėtų r. sav.,2004,6,1,28.5,24268.0,1367.0,13.886666666666667,,,,,,125.5
Utenos r. sav.,2004,6,5,31.8,48800.0,1230.0,13.886666666666667,,,,,,125.5
Zarasų r. sav.,2004,6,0,37.2,21927.0,1331.0,13.626666666666667,,,,,,122.69999999999999
Vilniaus apskritis,2004,6,25,41.9,841748.0,9730.0,14.103333333333333,,,,,,121.8
Šalčininkų r. sav.,2004,6,0,46.2,38205.0,1493.0,14.103333333333333,,,,,,121.8
Širvintų r. sav.,2004,6,0,30.5,19677.0,905.0,14.356666666666666,,,,,,79.6
Švenčionių r. sav.,2004,6,0,55.8,32002.0,1691.0,13.626666666666667,,,,,,122.69999999999999
Ukmergės r. sav.,2004,6,3,31.3,46920.0,1395.0,14.356666666666666,,,,,,79.6
Trakų r. sav.,2004,6,1,47.5,36916.0,1207.0,14.103333333333333,,,,,,121.8
Alytaus apskritis,2004,7,4,49.0,182751.0,5418.0,16.54516129032258,,,,,,102.60000000000001
Alytaus m. sav.,2004,7,1,30.4,70053.0,39.0,16.54516129032258,,,,,,102.60000000000001
Druskininkų sav.,2004,7,1,69.2,24665.0,453.0,16.45806451612903,,,,,,84.0
Alytaus r. sav.,2004,7,1,24.6,31741.0,1403.0,16.54516129032258,,,,,,102.60000000000001
Lazdijų r. sav.,2004,7,1,34.8,26221.0,1306.0,16.45806451612903,,,,,,84.0
Varėnos r. sav.,2004,7,0,69.0,30071.0,2216.0,16.54516129032258,,,,,,102.60000000000001
Kauno apskritis,2004,7,63,29.5,682074.0,8087.0,16.561290322580643,,,,,,78.5
Kauno m. sav.,2004,7,41,20.6,363952.0,157.0,16.561290322580643,,,,,,78.5
Jonavos r. sav.,2004,7,4,41.8,51510.0,944.0,17.093548387096774,,,,,,71.8
Kaišiadorių r. sav.,2004,7,5,31.4,37117.0,1087.0,16.561290322580643,,,,,,78.5
Kauno r. sav.,2004,7,8,32.6,83167.0,1496.0,16.561290322580643,,,,,,78.5
Kėdainių r. sav.,2004,7,3,25.5,63692.0,1677.0,16.864516129032257,,,,,,82.1
Prienų r. sav.,2004,7,1,27.4,34438.0,1033.0,16.561290322580643,,,,,,78.5
Raseinių r. sav.,2004,7,1,22.9,42958.0,1573.0,16.138709677419357,,,,,,60.2
Klaipėdos apskritis,2004,7,11,24.7,376854.0,5222.0,16.693548387096776,,,,,,38.1
Klaipėdos m. sav.,2004,7,4,16.3,186811.0,98.0,16.693548387096776,,,,,,38.1
Palangos m. sav.,2004,7,0,39.9,17222.0,79.0,16.693548387096776,,,,,,38.1
Klaipėdos r. sav.,2004,7,2,23.8,47367.0,1323.0,16.693548387096776,,,,,,38.1
Kretingos r. sav.,2004,7,0,33.1,45454.0,989.0,16.693548387096776,,,,,,38.1
Skuodo r. sav.,2004,7,0,15.4,24613.0,911.0,15.82258064516129,,,,,,77.4
Šilutės r. sav.,2004,7,5,22.1,53143.0,1682.0,15.958064516129031,,,,,,61.3
Marijampolės apskritis,2004,7,3,21.6,184058.0,4465.0,16.76451612903226,,,,,,86.8
Marijampolės r. sav.,2004,7,1,,,,16.76451612903226,,,,,,86.8
Šakių r. sav.,2004,7,0,22.8,37575.0,1454.0,16.76451612903226,,,,,,86.8
Vilkaviškio r. sav.,2004,7,2,10.5,49137.0,1262.0,16.76451612903226,,,,,,86.8
Panevėžio apskritis,2004,7,18,27.2,290097.0,7878.0,16.70967741935484,,,,,,120.6
Panevėžio m. sav.,2004,7,15,0.6,114917.0,50.0,16.845161290322583,,,,,,64.1
Biržų r. sav.,2004,7,0,26.3,34266.0,1476.0,16.70967741935484,,,,,,120.6
Kupiškio r. sav.,2004,7,0,27.9,23865.0,1080.0,16.845161290322583,,,,,,64.1
Panevėžio r. sav.,2004,7,3,33.9,42588.0,2177.0,16.845161290322583,,,,,,64.1
Pasvalio r. sav.,2004,7,0,16.5,33629.0,1289.0,16.70967741935484,,,,,,120.6
Rokiškio r. sav.,2004,7,0,27.9,40832.0,1806.0,16.712903225806453,,,,,,71.2
Šiaulių apskritis,2004,7,10,25.8,357441.0,8537.0,16.43548387096774,,,,,,53.7
Šiaulių m. sav.,2004,7,5,15.0,127805.0,82.0,16.43548387096774,,,,,,53.7
Akmenės r. sav.,2004,7,3,32.1,28951.0,844.0,15.82258064516129,,,,,,77.4
Joniškio r. sav.,2004,7,0,18.4,31012.0,1152.0,16.43548387096774,,,,,,53.7
Kelmės r. sav.,2004,7,1,26.2,39498.0,1705.0,16.138709677419357,,,,,,60.2
Radviliškio r. sav.,2004,7,0,25.7,50638.0,1634.0,16.43548387096774,,,,,,53.7
Šiaulių r. sav.,2004,7,1,32.6,51002.0,1806.0,16.43548387096774,,,,,,53.7
Tauragės apskritis,2004,7,1,31.7,130179.0,4408.0,15.248387096774193,,,,,,69.5
Jurbarko r. sav.,2004,7,0,38.0,36314.0,1506.0,16.138709677419357,,,,,,60.2
Šilalės r. sav.,2004,7,1,24.0,30768.0,1188.0,15.248387096774193,,,,,,69.5
Tauragės r. sav.,2004,7,0,38.5,51352.0,1179.0,15.248387096774193,,,,,,69.5
