name,year,month,infection,forest cover,population,area,oro_temp,juntamoji_temp,debesuotumas,slegis_juros_lyg,santyk_oro_dregme,kritutliu_kiekis
Kaišiadorių r. sav.,2008,3,0,31.5,35571.0,1087.0,,,,,,
Kauno r. sav.,2008,3,1,32.7,83946.0,1496.0,,,,,,
Kėdainių r. sav.,2008,3,0,25.5,58226.0,1677.0,,,,,,
Prienų r. sav.,2008,3,0,27.6,31807.0,1033.0,,,,,,
Raseinių r. sav.,2008,3,0,23.4,40361.0,1573.0,,,,,,
Klaipėdos apskritis,2008,3,0,26.5,357201.0,5222.0,,,,,,
Klaipėdos m. sav.,2008,3,0,20.6,172686.0,98.0,,,,,,
Palangos m. sav.,2008,3,0,39.9,16386.0,79.0,,,,,,
Klaipėdos r. sav.,2008,3,0,26.0,50488.0,1323.0,,,,,,
Kretingos r. sav.,2008,3,0,34.6,43786.0,989.0,,,,,,
Skuodo r. sav.,2008,3,0,19.8,22348.0,911.0,,,,,,
Šilutės r. sav.,2008,3,0,22.3,49207.0,1682.0,,,,,,
Marijampolės apskritis,2008,3,0,21.7,172200.0,4465.0,,,,,,
Marijampolės r. sav.,2008,3,0,,,,,,,,,
Šakių r. sav.,2008,3,0,22.9,34784.0,1454.0,,,,,,
Vilkaviškio r. sav.,2008,3,0,10.6,45488.0,1262.0,,,,,,
Panevėžio apskritis,2008,3,3,28.2,268815.0,7878.0,,,,,,
Panevėžio m. sav.,2008,3,2,2.2,106495.0,50.0,,,,,,
Biržų r. sav.,2008,3,0,27.2,30959.0,1476.0,,,,,,
Kupiškio r. sav.,2008,3,0,29.3,22052.0,1080.0,,,,,,
Panevėžio r. sav.,2008,3,1,34.8,41162.0,2177.0,,,,,,
Pasvalio r. sav.,2008,3,0,17.0,30598.0,1289.0,,,,,,
Rokiškio r. sav.,2008,3,0,29.0,37549.0,1806.0,,,,,,
Šiaulių apskritis,2008,3,1,27.3,328699.0,8537.0,,,,,,
Šiaulių m. sav.,2008,3,0,8.3,117829.0,82.0,,,,,,
Akmenės r. sav.,2008,3,0,32.4,25967.0,844.0,,,,,,
Joniškio r. sav.,2008,3,0,20.0,28543.0,1152.0,,,,,,
Kelmės r. sav.,2008,3,1,30.2,35602.0,1705.0,,,,,,
Radviliškio r. sav.,2008,3,0,25.4,46681.0,1634.0,,,,,,
Šiaulių r. sav.,2008,3,0,34.7,48124.0,1806.0,,,,,,
Tauragės apskritis,2008,3,0,33.0,119179.0,4408.0,,,,,,
Jurbarko r. sav.,2008,3,0,38.1,32954.0,1506.0,,,,,,
Šilalės r. sav.,2008,3,0,28.4,28439.0,1188.0,,,,,,
Tauragės r. sav.,2008,3,0,38.4,47318.0,1179.0,,,,,,
Telšių apskritis,2008,3,0,36.1,162431.0,4349.0,,,,,,
Mažeikių r. sav.,2008,3,0,29.5,61932.0,1220.0,,,,,,
Plungės r. sav.,2008,3,0,35.9,40473.0,1105.0,,,,,,
Telšių r. sav.,2008,3,0,34.7,50589.0,1439.0,,,,,,
Utenos apskritis,2008,3,3,33.3,164167.0,7191.0,,,,,,
Visagino sav.,2008,3,0,56.0,25232.0,58.0,,,,,,
Anykščių r. sav.,2008,3,2,32.2,30929.0,1764.0,,,,,,
Ignalinos r. sav.,2008,3,0,35.5,19838.0,1441.0,,,,,,
Molėtų r. sav.,2008,3,0,28.9,22221.0,1367.0,,,,,,
Utenos r. sav.,2008,3,0,31.8,46056.0,1230.0,,,,,,
Zarasų r. sav.,2008,3,1,37.3,19891.0,1331.0,,,,,,
Vilniaus apskritis,2008,3,26,42.4,826306.0,9730.0,,,,,,
Vilniaus m. sav.,2008,3,23,35.6,541596.0,400.0,,,,,,
Šalčininkų r. sav.,2008,3,0,46.3,36145.0,1493.0,,,,,,
Širvintų r. sav.,2008,3,0,33.3,18752.0,905.0,,,,,,
Švenčionių r. sav.,2008,3,1,55.9,29613.0,1691.0,,,,,,
Ukmergės r. sav.,2008,3,0,32.6,43643.0,1395.0,,,,,,
Vilniaus r. sav.,2008,3,2,39.7,94669.0,2129.0,,,,,,
Trakų r. sav.,2008,3,0,47.7,35550.0,1207.0,,,,,,
Alytaus apskritis,2008,4,1,49.1,170249.0,5418.0,,,,,,
Alytaus m. sav.,2008,4,1,31.8,65856.0,39.0,,,,,,
Druskininkų sav.,2008,4,0,69.2,23187.0,453.0,,,,,,
Alytaus r. sav.,2008,4,0,24.7,29773.0,1403.0,,,,,,
Lazdijų r. sav.,2008,4,0,34.9,23902.0,1306.0,,,,,,
Varėnos r. sav.,2008,4,0,69.1,27531.0,2216.0,,,,,,
Kauno apskritis,2008,4,6,29.6,643358.0,8087.0,,,,,,
Kauno m. sav.,2008,4,5,16.9,339535.0,157.0,,,,,,
Jonavos r. sav.,2008,4,0,41.9,49051.0,944.0,,,,,,
Kaišiadorių r. sav.,2008,4,0,31.5,35571.0,1087.0,,,,,,
Kauno r. sav.,2008,4,1,32.7,83946.0,1496.0,,,,,,
Kėdainių r. sav.,2008,4,0,25.5,58226.0,1677.0,,,,,,
Prienų r. sav.,2008,4,0,27.6,31807.0,1033.0,,,,,,
Raseinių r. sav.,2008,4,0,23.4,40361.0,1573.0,,,,,,
Klaipėdos apskritis,2008,4,0,26.5,357201.0,5222.0,,,,,,
Klaipėdos m. sav.,2008,4,0,20.6,172686.0,98.0,,,,,,
Palangos m. sav.,2008,4,0,39.9,16386.0,79.0,,,,,,
Klaipėdos r. sav.,2008,4,0,26.0,50488.0,1323.0,,,,,,
Kretingos r. sav.,2008,4,0,34.6,43786.0,989.0,,,,,,
Skuodo r. sav.,2008,4,0,19.8,22348.0,911.0,,,,,,
Šilutės r. sav.,2008,4,0,22.3,49207.0,1682.0,,,,,,
Marijampolės apskritis,2008,4,0,21.7,172200.0,4465.0,,,,,,
Marijampolės r. sav.,2008,4,0,,,,,,,,,
Šakių r. sav.,2008,4,0,22.9,34784.0,1454.0,,,,,,
Vilkaviškio r. sav.,2008,4,0,10.6,45488.0,1262.0,,,,,,
Panevėžio apskritis,2008,4,5,28.2,268815.0,7878.0,,,,,,
Panevėžio m. sav.,2008,4,5,2.2,106495.0,50.0,,,,,,
Biržų r. sav.,2008,4,0,27.2,30959.0,1476.0,,,,,,
Kupiškio r. sav.,2008,4,0,29.3,22052.0,1080.0,,,,,,
Panevėžio r. sav.,2008,4,0,34.8,41162.0,2177.0,,,,,,
Pasvalio r. sav.,2008,4,0,17.0,30598.0,1289.0,,,,,,
Rokiškio r. sav.,2008,4,0,29.0,37549.0,1806.0,,,,,,
Šiaulių apskritis,2008,4,1,27.3,328699.0,8537.0,,,,,,
Šiaulių m. sav.,2008,4,0,8.3,117829.0,82.0,,,,,,
Akmenės r. sav.,2008,4,0,32.4,25967.0,844.0,,,,,,
Joniškio r. sav.,2008,4,0,20.0,28543.0,1152.0,,,,,,
Kelmės r. sav.,2008,4,1,30.2,35602.0,1705.0,,,,,,
Radviliškio r. sav.,2008,4,0,25.4,46681.0,1634.0,,,,,,
Šiaulių r. sav.,2008,4,0,34.7,48124.0,1806.0,,,,,,
Tauragės apskritis,2008,4,0,33.0,119179.0,4408.0,,,,,,
Jurbarko r. sav.,2008,4,0,38.1,32954.0,1506.0,,,,,,
Šilalės r. sav.,2008,4,0,28.4,28439.0,1188.0,,,,,,
Tauragės r. sav.,2008,4,0,38.4,47318.0,1179.0,,,,,,
Telšių apskritis,2008,4,1,36.1,162431.0,4349.0,,,,,,
Mažeikių r. sav.,2008,4,0,29.5,61932.0,1220.0,,,,,,
Plungės r. sav.,2008,4,0,35.9,40473.0,1105.0,,,,,,
Telšių r. sav.,2008,4,1,34.7,50589.0,1439.0,,,,,,
Utenos apskritis,2008,4,2,33.3,164167.0,7191.0,,,,,,
Visagino sav.,2008,4,0,56.0,25232.0,58.0,,,,,,
Anykščių r. sav.,2008,4,0,32.2,30929.0,1764.0,,,,,,
Ignalinos r. sav.,2008,4,0,35.5,19838.0,1441.0,,,,,,
Molėtų r. sav.,2008,4,1,28.9,22221.0,1367.0,,,,,,
Utenos r. sav.,2008,4,0,31.8,46056.0,1230.0,,,,,,
Zarasų r. sav.,2008,4,1,37.3,19891.0,1331.0,,,,,,
Vilniaus apskritis,2008,4,9,42.4,826306.0,9730.0,,,,,,
Vilniaus m. sav.,2008,4,9,35.6,541596.0,400.0,,,,,,
Šalčininkų r. sav.,2008,4,0,46.3,36145.0,1493.0,,,,,,
Širvintų r. sav.,2008,4,0,33.3,18752.0,905.0,,,,,,
Švenčionių r. sav.,2008,4,0,55.9,29613.0,1691.0,,,,,,
Ukmergės r. sav.,2008,4,0,32.6,43643.0,1395.0,,,,,,
Vilniaus r. sav.,2008,4,0,39.7,94669.0,2129.0,,,,,,
Trakų r. sav.,2008,4,0,47.7,35550.0,1207.0,,,,,,
Alytaus apskritis,2008,5,3,49.1,170249.0,5418.0,,,,,,
Alytaus m. sav.,2008,5,2,31.8,65856.0,39.0,,,,,,
Druskininkų sav.,2008,5,0,69.2,23187.0,453.0,,,,,,
Alytaus r. sav.,2008,5,0,24.7,29773.0,1403.0,,,,,,
Lazdijų r. sav.,2008,5,1,34.9,23902.0,1306.0,,,,,,
Varėnos r. sav.,2008,5,0,69.1,27531.0,2216.0,,,,,,
Kauno apskritis,2008,5,15,29.6,643358.0,8087.0,,,,,,
Kauno m. sav.,2008,5,12,16.9,339535.0,157.0,,,,,,
Jonavos r. sav.,2008,5,0,41.9,49051.0,944.0,,,,,,
Kaišiadorių r. sav.,2008,5,1,31.5,35571.0,1087.0,,,,,,
Kauno r. sav.,2008,5,2,32.7,83946.0,1496.0,,,,,,
Kėdainių r. sav.,2008,5,0,25.5,58226.0,1677.0,,,,,,
Prienų r. sav.,2008,5,0,27.6,31807.0,1033.0,,,,,,
Raseinių r. sav.,2008,5,0,23.4,40361.0,1573.0,,,,,,
Klaipėdos apskritis,2008,5,2,26.5,357201.0,5222.0,,,,,,
Klaipėdos m. sav.,2008,5,0,20.6,172686.0,98.0,,,,,,
Palangos m. sav.,2008,5,2,39.9,16386.0,79.0,,,,,,
Klaipėdos r. sav.,2008,5,0,26.0,50488.0,1323.0,,,,,,
Kretingos r. sav.,2008,5,0,34.6,43786.0,989.0,,,,,,
Skuodo r. sav.,2008,5,0,19.8,22348.0,911.0,,,,,,
Šilutės r. sav.,2008,5,0,22.3,49207.0,1682.0,,,,,,
Marijampolės apskritis,2008,5,2,21.7,172200.0,4465.0,,,,,,
Marijampolės r. sav.,2008,5,0,,,,,,,,,
Šakių r. sav.,2008,5,1,22.9,34784.0,1454.0,,,,,,
Vilkaviškio r. sav.,2008,5,1,10.6,45488.0,1262.0,,,,,,
Panevėžio apskritis,2008,5,8,28.2,268815.0,7878.0,,,,,,
Panevėžio m. sav.,2008,5,2,2.2,106495.0,50.0,,,,,,
Biržų r. sav.,2008,5,0,27.2,30959.0,1476.0,,,,,,
Kupiškio r. sav.,2008,5,0,29.3,22052.0,1080.0,,,,,,
Panevėžio r. sav.,2008,5,3,34.8,41162.0,2177.0,,,,,,
Pasvalio r. sav.,2008,5,0,17.0,30598.0,1289.0,,,,,,
Rokiškio r. sav.,2008,5,3,29.0,37549.0,1806.0,,,,,,
Šiaulių apskritis,2008,5,6,27.3,328699.0,8537.0,,,,,,
Šiaulių m. sav.,2008,5,6,8.3,117829.0,82.0,,,,,,
Akmenės r. sav.,2008,5,0,32.4,25967.0,844.0,,,,,,
Joniškio r. sav.,2008,5,0,20.0,28543.0,1152.0,,,,,,
Kelmės r. sav.,2008,5,0,30.2,35602.0,1705.0,,,,,,
Radviliškio r. sav.,2008,5,0,25.4,46681.0,1634.0,,,,,,
Šiaulių r. sav.,2008,5,0,34.7,48124.0,1806.0,,,,,,
Tauragės apskritis,2008,5,1,33.0,119179.0,4408.0,,,,,,
Jurbarko r. sav.,2008,5,0,38.1,32954.0,1506.0,,,,,,
Šilalės r. sav.,2008,5,0,28.4,28439.0,1188.0,,,,,,
Tauragės r. sav.,2008,5,1,38.4,47318.0,1179.0,,,,,,
Telšių apskritis,2008,5,2,36.1,162431.0,4349.0,,,,,,
Mažeikių r. sav.,2008,5,2,29.5,61932.0,1220.0,,,,,,
Plungės r. sav.,2008,5,0,35.9,40473.0,1105.0,,,,,,
Telšių r. sav.,2008,5,0,34.7,50589.0,1439.0,,,,,,
Utenos apskritis,2008,5,4,33.3,164167.0,7191.0,,,,,,
Visagino sav.,2008,5,0,56.0,25232.0,58.0,,,,,,
Anykščių r. sav.,2008,5,0,32.2,30929.0,1764.0,,,,,,
Ignalinos r. sav.,2008,5,0,35.5,19838.0,1441.0,,,,,,
Molėtų r. sav.,2008,5,0,28.9,22221.0,1367.0,,,,,,
Utenos r. sav.,2008,5,4,31.8,46056.0,1230.0,,,,,,
Zarasų r. sav.,2008,5,0,37.3,19891.0,1331.0,,,,,,
Vilniaus apskritis,2008,5,14,42.4,826306.0,9730.0,,,,,,
Vilniaus m. sav.,2008,5,11,35.6,541596.0,400.0,,,,,,
Šalčininkų r. sav.,2008,5,0,46.3,36145.0,1493.0,,,,,,
Širvintų r. sav.,2008,5,0,33.3,18752.0,905.0,,,,,,
Švenčionių r. sav.,2008,5,0,55.9,29613.0,1691.0,,,,,,
Ukmergės r. sav.,2008,5,1,32.6,43643.0,1395.0,,,,,,
Vilniaus r. sav.,2008,5,2,39.7,94669.0,2129.0,,,,,,
Trakų r. sav.,2008,5,0,47.7,35550.0,1207.0,,,,,,
Alytaus apskritis,2008,6,3,49.1,170249.0,5418.0,,,,,,
Alytaus m. sav.,2008,6,2,31.8,65856.0,39.0,,,,,,
Druskininkų sav.,2008,6,0,69.2,23187.0,453.0,,,,,,
Alytaus r. sav.,2008,6,1,24.7,29773.0,1403.0,,,,,,
Lazdijų r. sav.,2008,6,0,34.9,23902.0,1306.0,,,,,,
Varėnos r. sav.,2008,6,0,69.1,27531.0,2216.0,,,,,,
Kauno apskritis,2008,6,20,29.6,643358.0,8087.0,,,,,,
Kauno m. sav.,2008,6,12,16.9,339535.0,157.0,,,,,,
Jonavos r. sav.,2008,6,2,41.9,49051.0,944.0,,,,,,
Kaišiadorių r. sav.,2008,6,0,31.5,35571.0,1087.0,,,,,,
Kauno r. sav.,2008,6,4,32.7,83946.0,1496.0,,,,,,
Kėdainių r. sav.,2008,6,1,25.5,58226.0,1677.0,,,,,,
Prienų r. sav.,2008,6,1,27.6,31807.0,1033.0,,,,,,
Raseinių r. sav.,2008,6,0,23.4,40361.0,1573.0,,,,,,
Klaipėdos apskritis,2008,6,2,26.5,357201.0,5222.0,,,,,,
Klaipėdos m. sav.,2008,6,2,20.6,172686.0,98.0,,,,,,
Palangos m. sav.,2008,6,0,39.9,16386.0,79.0,,,,,,
Klaipėdos r. sav.,2008,6,0,26.0,50488.0,1323.0,,,,,,
Kretingos r. sav.,2008,6,0,34.6,43786.0,989.0,,,,,,
Skuodo r. sav.,2008,6,0,19.8,22348.0,911.0,,,,,,
Šilutės r. sav.,2008,6,0,22.3,49207.0,1682.0,,,,,,
Marijampolės apskritis,2008,6,1,21.7,172200.0,4465.0,,,,,,
Marijampolės r. sav.,2008,6,0,,,,,,,,,
Šakių r. sav.,2008,6,0,22.9,34784.0,1454.0,,,,,,
Vilkaviškio r. sav.,2008,6,1,10.6,45488.0,1262.0,,,,,,
Panevėžio apskritis,2008,6,13,28.2,268815.0,7878.0,,,,,,
Panevėžio m. sav.,2008,6,1,2.2,106495.0,50.0,,,,,,
Biržų r. sav.,2008,6,2,27.2,30959.0,1476.0,,,,,,
Kupiškio r. sav.,2008,6,0,29.3,22052.0,1080.0,,,,,,
Panevėžio r. sav.,2008,6,3,34.8,41162.0,2177.0,,,,,,
Pasvalio r. sav.,2008,6,1,17.0,30598.0,1289.0,,,,,,
Rokiškio r. sav.,2008,6,6,29.0,37549.0,1806.0,,,,,,
Šiaulių apskritis,2008,6,5,27.3,328699.0,8537.0,,,,,,
Šiaulių m. sav.,2008,6,1,8.3,117829.0,82.0,,,,,,
Akmenės r. sav.,2008,6,0,32.4,25967.0,844.0,,,,,,
Joniškio r. sav.,2008,6,0,20.0,28543.0,1152.0,,,,,,
Kelmės r. sav.,2008,6,2,30.2,35602.0,1705.0,,,,,,
Radviliškio r. sav.,2008,6,0,25.4,46681.0,1634.0,,,,,,
Šiaulių r. sav.,2008,6,0,34.7,48124.0,1806.0,,,,,,
Tauragės apskritis,2008,6,2,33.0,119179.0,4408.0,,,,,,
Jurbarko r. sav.,2008,6,0,38.1,32954.0,1506.0,,,,,,
Šilalės r. sav.,2008,6,0,28.4,28439.0,1188.0,,,,,,
Tauragės r. sav.,2008,6,2,38.4,47318.0,1179.0,,,,,,
Telšių apskritis,2008,6,5,36.1,162431.0,4349.0,,,,,,
Mažeikių r. sav.,2008,6,1,29.5,61932.0,1220.0,,,,,,
Plungės r. sav.,2008,6,0,35.9,40473.0,1105.0,,,,,,
Telšių r. sav.,2008,6,4,34.7,50589.0,1439.0,,,,,,
Utenos apskritis,2008,6,6,33.3,164167.0,7191.0,,,,,,
Visagino sav.,2008,6,0,56.0,25232.0,58.0,,,,,,
Anykščių r. sav.,2008,6,0,32.2,30929.0,1764.0,,,,,,
Ignalinos r. sav.,2008,6,0,35.5,19838.0,1441.0,,,,,,
Molėtų r. sav.,2008,6,0,28.9,22221.0,1367.0,,,,,,
Utenos r. sav.,2008,6,6,31.8,46056.0,1230.0,,,,,,
Zarasų r. sav.,2008,6,0,37.3,19891.0,1331.0,,,,,,
Vilniaus apskritis,2008,6,49,42.4,826306.0,9730.0,,,,,,
Vilniaus m. sav.,2008,6,41,35.6,541596.0,400.0,,,,,,
Šalčininkų r. sav.,2008,6,0,46.3,36145.0,1493.0,,,,,,
Širvintų r. sav.,2008,6,3,33.3,18752.0,905.0,,,,,,
Švenčionių r. sav.,2008,6,0,55.9,29613.0,1691.0,,,,,,
Ukmergės r. sav.,2008,6,2,32.6,43643.0,1395.0,,,,,,
Vilniaus r. sav.,2008,6,3,39.7,94669.0,2129.0,,,,,,
Trakų r. sav.,2008,6,1,47.7,35550.0,1207.0,,,,,,
Alytaus apskritis,2008,7,2,49.1,170249.0,5418.0,,,,,,
Alytaus m. sav.,2008,7,0,31.8,65856.0,39.0,,,,,,
Druskininkų sav.,2008,7,0,69.2,23187.0,453.0,,,,,,
Alytaus r. sav.,2008,7,1,24.7,29773.0,1403.0,,,,,,
Lazdijų r. sav.,2008,7,1,34.9,23902.0,1306.0,,,,,,
Varėnos r. sav.,2008,7,0,69.1,27531.0,2216.0,,,,,,
Kauno apskritis,2008,7,44,29.6,643358.0,8087.0,,,,,,
Kauno m. sav.,2008,7,34,16.9,339535.0,157.0,,,,,,
Jonavos r. sav.,2008,7,1,41.9,49051.0,944.0,,,,,,
Kaišiadorių r. sav.,2008,7,0,31.5,35571.0,1087.0,,,,,,
Kauno r. sav.,2008,7,6,32.7,83946.0,1496.0,,,,,,
Kėdainių r. sav.,2008,7,3,25.5,58226.0,1677.0,,,,,,
Prienų r. sav.,2008,7,0,27.6,31807.0,1033.0,,,,,,
Raseinių r. sav.,2008,7,0,23.4,40361.0,1573.0,,,,,,
Klaipėdos apskritis,2008,7,3,26.5,357201.0,5222.0,,,,,,
Klaipėdos m. sav.,2008,7,1,20.6,172686.0,98.0,,,,,,
Palangos m. sav.,2008,7,0,39.9,16386.0,79.0,,,,,,
Klaipėdos r. sav.,2008,7,0,26.0,50488.0,1323.0,,,,,,
Kretingos r. sav.,2008,7,0,34.6,43786.0,989.0,,,,,,
Skuodo r. sav.,2008,7,0,19.8,22348.0,911.0,,,,,,
Šilutės r. sav.,2008,7,2,22.3,49207.0,1682.0,,,,,,
Marijampolės apskritis,2008,7,2,21.7,172200.0,4465.0,,,,,,
Marijampolės r. sav.,2008,7,2,,,,,,,,,
Šakių r. sav.,2008,7,0,22.9,34784.0,1454.0,,,,,,
Vilkaviškio r. sav.,2008,7,0,10.6,45488.0,1262.0,,,,,,
Panevėžio apskritis,2008,7,17,28.2,268815.0,7878.0,,,,,,
Panevėžio m. sav.,2008,7,6,2.2,106495.0,50.0,,,,,,
Biržų r. sav.,2008,7,0,27.2,30959.0,1476.0,,,,,,
Kupiškio r. sav.,2008,7,0,29.3,22052.0,1080.0,,,,,,
Panevėžio r. sav.,2008,7,3,34.8,41162.0,2177.0,,,,,,
Pasvalio r. sav.,2008,7,0,17.0,30598.0,1289.0,,,,,,
Rokiškio r. sav.,2008,7,8,29.0,37549.0,1806.0,,,,,,
Šiaulių apskritis,2008,7,9,27.3,328699.0,8537.0,,,,,,
Šiaulių m. sav.,2008,7,3,8.3,117829.0,82.0,,,,,,
Akmenės r. sav.,2008,7,0,32.4,25967.0,844.0,,,,,,
Joniškio r. sav.,2008,7,1,20.0,28543.0,1152.0,,,,,,
Kelmės r. sav.,2008,7,4,30.2,35602.0,1705.0,,,,,,
Radviliškio r. sav.,2008,7,1,25.4,46681.0,1634.0,,,,,,
Šiaulių r. sav.,2008,7,0,34.7,48124.0,1806.0,,,,,,
Tauragės apskritis,2008,7,5,33.0,119179.0,4408.0,,,,,,
Jurbarko r. sav.,2008,7,0,38.1,32954.0,1506.0,,,,,,
Šilalės r. sav.,2008,7,0,28.4,28439.0,1188.0,,,,,,
Tauragės r. sav.,2008,7,5,38.4,47318.0,1179.0,,,,,,
Telšių apskritis,2008,7,5,36.1,162431.0,4349.0,,,,,,
Mažeikių r. sav.,2008,7,0,29.5,61932.0,1220.0,,,,,,
Plungės r. sav.,2008,7,0,35.9,40473.0,1105.0,,,,,,
Telšių r. sav.,2008,7,5,34.7,50589.0,1439.0,,,,,,
Utenos apskritis,2008,7,3,33.3,164167.0,7191.0,,,,,,
Visagino sav.,2008,7,0,56.0,25232.0,58.0,,,,,,
Anykščių r. sav.,2008,7,1,32.2,30929.0,1764.0,,,,,,
Ignalinos r. sav.,2008,7,1,35.5,19838.0,1441.0,,,,,,
Molėtų r. sav.,2008,7,0,28.9,22221.0,1367.0,,,,,,
Utenos r. sav.,2008,7,1,31.8,46056.0,1230.0,,,,,,
Zarasų r. sav.,2008,7,0,37.3,19891.0,1331.0,,,,,,
Vilniaus apskritis,2008,7,39,42.4,826306.0,9730.0,,,,,,
Vilniaus m. sav.,2008,7,28,35.6,541596.0,400.0,,,,,,
Šalčininkų r. sav.,2008,7,0,46.3,36145.0,1493.0,,,,,,
Širvintų r. sav.,2008,7,3,33.3,18752.0,905.0,,,,,,
Švenčionių r. sav.,2008,7,1,55.9,29613.0,1691.0,,,,,,
Ukmergės r. sav.,2008,7,3,32.6,43643.0,1395.0,,,,,,
Vilniaus r. sav.,2008,7,4,39.7,94669.0,2129.0,,,,,,
Trakų r. sav.,2008,7,6,47.7,35550.0,1207.0,,,,,,
Alytaus apskritis,2008,8,4,49.1,170249.0,5418.0,,,,,,
Alytaus m. sav.,2008,8,3,31.8,65856.0,39.0,,,,,,
Druskininkų sav.,2008,8,0,69.2,23187.0,453.0,,,,,,
Alytaus r. sav.,2008,8,1,24.7,29773.0,1403.0,,,,,,
Lazdijų r. sav.,2008,8,0,34.9,23902.0,1306.0,,,,,,
Varėnos r. sav.,2008,8,0,69.1,27531.0,2216.0,,,,,,
Kauno apskritis,2008,8,30,29.6,643358.0,8087.0,,,,,,
Kauno m. sav.,2008,8,22,16.9,339535.0,157.0,,,,,,
Jonavos r. sav.,2008,8,3,41.9,49051.0,944.0,,,,,,
Kaišiadorių r. sav.,2008,8,0,31.5,35571.0,1087.0,,,,,,
Kauno r. sav.,2008,8,2,32.7,83946.0,1496.0,,,,,,
Kėdainių r. sav.,2008,8,1,25.5,58226.0,1677.0,,,,,,
Prienų r. sav.,2008,8,2,27.6,31807.0,1033.0,,,,,,
Raseinių r. sav.,2008,8,0,23.4,40361.0,1573.0,,,,,,
Klaipėdos apskritis,2008,8,3,26.5,357201.0,5222.0,,,,,,
Klaipėdos m. sav.,2008,8,1,20.6,172686.0,98.0,,,,,,
Palangos m. sav.,2008,8,1,39.9,16386.0,79.0,,,,,,
Klaipėdos r. sav.,2008,8,1,26.0,50488.0,1323.0,,,,,,
Kretingos r. sav.,2008,8,0,34.6,43786.0,989.0,,,,,,
Skuodo r. sav.,2008,8,0,19.8,22348.0,911.0,,,,,,
Šilutės r. sav.,2008,8,0,22.3,49207.0,1682.0,,,,,,
Marijampolės apskritis,2008,8,6,21.7,172200.0,4465.0,,,,,,
Marijampolės r. sav.,2008,8,6,,,,,,,,,
Šakių r. sav.,2008,8,0,22.9,34784.0,1454.0,,,,,,
Vilkaviškio r. sav.,2008,8,0,10.6,45488.0,1262.0,,,,,,
Panevėžio apskritis,2008,8,19,28.2,268815.0,7878.0,,,,,,
Panevėžio m. sav.,2008,8,10,2.2,106495.0,50.0,,,,,,
Biržų r. sav.,2008,8,1,27.2,30959.0,1476.0,,,,,,
Kupiškio r. sav.,2008,8,0,29.3,22052.0,1080.0,,,,,,
Panevėžio r. sav.,2008,8,5,34.8,41162.0,2177.0,,,,,,
Pasvalio r. sav.,2008,8,0,17.0,30598.0,1289.0,,,,,,
Rokiškio r. sav.,2008,8,3,29.0,37549.0,1806.0,,,,,,
Šiaulių apskritis,2008,8,22,27.3,328699.0,8537.0,,,,,,
Šiaulių m. sav.,2008,8,16,8.3,117829.0,82.0,,,,,,
Akmenės r. sav.,2008,8,0,32.4,25967.0,844.0,,,,,,
Joniškio r. sav.,2008,8,0,20.0,28543.0,1152.0,,,,,,
Kelmės r. sav.,2008,8,1,30.2,35602.0,1705.0,,,,,,
Radviliškio r. sav.,2008,8,1,25.4,46681.0,1634.0,,,,,,
Šiaulių r. sav.,2008,8,2,34.7,48124.0,1806.0,,,,,,
Tauragės apskritis,2008,8,1,33.0,119179.0,4408.0,,,,,,
Jurbarko r. sav.,2008,8,0,38.1,32954.0,1506.0,,,,,,
Šilalės r. sav.,2008,8,0,28.4,28439.0,1188.0,,,,,,
Tauragės r. sav.,2008,8,1,38.4,47318.0,1179.0,,,,,,
Telšių apskritis,2008,8,7,36.1,162431.0,4349.0,,,,,,
Mažeikių r. sav.,2008,8,0,29.5,61932.0,1220.0,,,,,,
Plungės r. sav.,2008,8,4,35.9,40473.0,1105.0,,,,,,
Telšių r. sav.,2008,8,3,34.7,50589.0,1439.0,,,,,,
Utenos apskritis,2008,8,9,33.3,164167.0,7191.0,,,,,,
Visagino sav.,2008,8,0,56.0,25232.0,58.0,,,,,,
Anykščių r. sav.,2008,8,3,32.2,30929.0,1764.0,,,,,,
Ignalinos r. sav.,2008,8,0,35.5,19838.0,1441.0,,,,,,
Molėtų r. sav.,2008,8,0,28.9,22221.0,1367.0,,,,,,
Utenos r. sav.,2008,8,6,31.8,46056.0,1230.0,,,,,,
Zarasų r. sav.,2008,8,0,37.3,19891.0,1331.0,,,,,,
Vilniaus apskritis,2008,8,63,42.4,826306.0,9730.0,,,,,,
Vilniaus m. sav.,2008,8,50,35.6,541596.0,400.0,,,,,,
Šalčininkų r. sav.,2008,8,0,46.3,36145.0,1493.0,,,,,,
Širvintų r. sav.,2008,8,4,33.3,18752.0,905.0,,,,,,
Švenčionių r. sav.,2008,8,2,55.9,29613.0,1691.0,,,,,,
Ukmergės r. sav.,2008,8,3,32.6,43643.0,1395.0,,,,,,
Vilniaus r. sav.,2008,8,4,39.7,94669.0,2129.0,,,,,,
Trakų r. sav.,2008,8,5,47.7,35550.0,1207.0,,,,,,
Alytaus apskritis,2008,9,10,49.1,170249.0,5418.0,,,,,,
Alytaus m. sav.,2008,9,2,31.8,65856.0,39.0,,,,,,
Druskininkų sav.,2008,9,0,69.2,23187.0,453.0,,,,,,
Alytaus r. sav.,2008,9,5,24.7,29773.0,1403.0,,,,,,
Lazdijų r. sav.,2008,9,1,34.9,23902.0,1306.0,,,,,,
