name,year,month,infection
Jonavos r. sav.,2009,10,11
Kaišiadorių r. sav.,2009,10,12
Kauno r. sav.,2009,10,23
Kėdainių r. sav.,2009,10,9
Prienų r. sav.,2009,10,7
Raseinių r. sav.,2009,10,12
Klaipėdos apskritis,2009,10,34
Klaipėdos m. sav.,2009,10,16
Palangos m. sav.,2009,10,3
Klaipėdos r. sav.,2009,10,5
Kretingos r. sav.,2009,10,6
Skuodo r. sav.,2009,10,1
Šilutės r. sav.,2009,10,3
Marijampolės apskritis,2009,10,26
Marijampolės r. sav.,2009,10,13
Šakių r. sav.,2009,10,7
Vilkaviškio r. sav.,2009,10,6
Panevėžio apskritis,2009,10,133
Panevėžio m. sav.,2009,10,68
Biržų r. sav.,2009,10,7
Kupiškio r. sav.,2009,10,15
Panevėžio r. sav.,2009,10,20
Pasvalio r. sav.,2009,10,2
Rokiškio r. sav.,2009,10,21
Šiaulių apskritis,2009,10,61
Šiaulių m. sav.,2009,10,31
Akmenės r. sav.,2009,10,2
Joniškio r. sav.,2009,10,2
Kelmės r. sav.,2009,10,7
Radviliškio r. sav.,2009,10,7
Šiaulių r. sav.,2009,10,6
Tauragės apskritis,2009,10,22
Jurbarko r. sav.,2009,10,2
Šilalės r. sav.,2009,10,3
Tauragės r. sav.,2009,10,17
Telšių apskritis,2009,10,38
Mažeikių r. sav.,2009,10,13
Plungės r. sav.,2009,10,3
Telšių r. sav.,2009,10,22
Utenos apskritis,2009,10,36
Visagino sav.,2009,10,1
Anykščių r. sav.,2009,10,4
Ignalinos r. sav.,2009,10,2
Molėtų r. sav.,2009,10,3
Utenos r. sav.,2009,10,21
Zarasų r. sav.,2009,10,5
Vilniaus apskritis,2009,10,145
Vilniaus m. sav.,2009,10,122
Šalčininkų r. sav.,2009,10,0
Širvintų r. sav.,2009,10,3
Švenčionių r. sav.,2009,10,4
Ukmergės r. sav.,2009,10,13
Vilniaus r. sav.,2009,10,3
Trakų r. sav.,2009,10,9
Alytaus apskritis,2009,11,7
Alytaus m. sav.,2009,11,1
Druskininkų sav.,2009,11,0
Alytaus r. sav.,2009,11,0
Lazdijų r. sav.,2009,11,0
Varėnos r. sav.,2009,11,6
Kauno apskritis,2009,11,80
Kauno m. sav.,2009,11,41
Jonavos r. sav.,2009,11,9
Kaišiadorių r. sav.,2009,11,2
Kauno r. sav.,2009,11,9
Kėdainių r. sav.,2009,11,9
Prienų r. sav.,2009,11,4
Raseinių r. sav.,2009,11,6
Klaipėdos apskritis,2009,11,21
Klaipėdos m. sav.,2009,11,11
Palangos m. sav.,2009,11,1
Klaipėdos r. sav.,2009,11,2
Kretingos r. sav.,2009,11,6
Skuodo r. sav.,2009,11,0
Šilutės r. sav.,2009,11,1
Marijampolės apskritis,2009,11,8
Marijampolės r. sav.,2009,11,6
Šakių r. sav.,2009,11,0
Vilkaviškio r. sav.,2009,11,2
Panevėžio apskritis,2009,11,90
Panevėžio m. sav.,2009,11,38
Biržų r. sav.,2009,11,9
Kupiškio r. sav.,2009,11,9
Panevėžio r. sav.,2009,11,16
Pasvalio r. sav.,2009,11,10
Rokiškio r. sav.,2009,11,8
Šiaulių apskritis,2009,11,31
Šiaulių m. sav.,2009,11,11
Akmenės r. sav.,2009,11,1
Joniškio r. sav.,2009,11,2
Kelmės r. sav.,2009,11,5
Radviliškio r. sav.,2009,11,5
Šiaulių r. sav.,2009,11,7
Tauragės apskritis,2009,11,14
Jurbarko r. sav.,2009,11,2
Šilalės r. sav.,2009,11,0
Tauragės r. sav.,2009,11,12
Telšių apskritis,2009,11,25
Mažeikių r. sav.,2009,11,6
Plungės r. sav.,2009,11,7
Telšių r. sav.,2009,11,12
Utenos apskritis,2009,11,17
Visagino sav.,2009,11,0
Anykščių r. sav.,2009,11,2
Ignalinos r. sav.,2009,11,0
Molėtų r. sav.,2009,11,3
Utenos r. sav.,2009,11,6
Zarasų r. sav.,2009,11,6
Vilniaus apskritis,2009,11,118
Vilniaus m. sav.,2009,11,92
Šalčininkų r. sav.,2009,11,0
Širvintų r. sav.,2009,11,4
Švenčionių r. sav.,2009,11,3
Ukmergės r. sav.,2009,11,11
Vilniaus r. sav.,2009,11,8
Trakų r. sav.,2009,11,7
Alytaus apskritis,2009,12,1
Alytaus m. sav.,2009,12,1
Druskininkų sav.,2009,12,0
Alytaus r. sav.,2009,12,0
Lazdijų r. sav.,2009,12,0
Varėnos r. sav.,2009,12,0
Kauno apskritis,2009,12,39
Kauno m. sav.,2009,12,21
Jonavos r. sav.,2009,12,4
Kaišiadorių r. sav.,2009,12,1
Kauno r. sav.,2009,12,8
Kėdainių r. sav.,2009,12,3
Prienų r. sav.,2009,12,1
Raseinių r. sav.,2009,12,1
Klaipėdos apskritis,2009,12,2
Klaipėdos m. sav.,2009,12,0
Palangos m. sav.,2009,12,0
Klaipėdos r. sav.,2009,12,0
Kretingos r. sav.,2009,12,2
Skuodo r. sav.,2009,12,0
Šilutės r. sav.,2009,12,0
Marijampolės apskritis,2009,12,12
Marijampolės r. sav.,2009,12,4
Šakių r. sav.,2009,12,3
Vilkaviškio r. sav.,2009,12,5
Panevėžio apskritis,2009,12,35
Panevėžio m. sav.,2009,12,16
Biržų r. sav.,2009,12,3
Kupiškio r. sav.,2009,12,0
Panevėžio r. sav.,2009,12,10
Pasvalio r. sav.,2009,12,2
Rokiškio r. sav.,2009,12,4
Šiaulių apskritis,2009,12,11
Šiaulių m. sav.,2009,12,1
Akmenės r. sav.,2009,12,0
Joniškio r. sav.,2009,12,0
Kelmės r. sav.,2009,12,5
Radviliškio r. sav.,2009,12,0
Šiaulių r. sav.,2009,12,2
Tauragės apskritis,2009,12,9
Jurbarko r. sav.,2009,12,0
Šilalės r. sav.,2009,12,0
Tauragės r. sav.,2009,12,9
Telšių apskritis,2009,12,3
Mažeikių r. sav.,2009,12,1
Plungės r. sav.,2009,12,0
Telšių r. sav.,2009,12,2
Utenos apskritis,2009,12,6
Visagino sav.,2009,12,0
Anykščių r. sav.,2009,12,1
Ignalinos r. sav.,2009,12,0
Molėtų r. sav.,2009,12,0
Utenos r. sav.,2009,12,4
Zarasų r. sav.,2009,12,1
Vilniaus apskritis,2009,12,35
Vilniaus m. sav.,2009,12,26
Šalčininkų r. sav.,2009,12,0
Širvintų r. sav.,2009,12,0
Švenčionių r. sav.,2009,12,1
Ukmergės r. sav.,2009,12,3
Vilniaus r. sav.,2009,12,5
Trakų r. sav.,2009,12,3
