name,year,month,infection
Klaipėdos m. sav.,2005,9,4
Palangos m. sav.,2005,9,1
Klaipėdos r. sav.,2005,9,2
Kretingos r. sav.,2005,9,1
Skuodo r. sav.,2005,9,0
Šilutės r. sav.,2005,9,2
Marijampolės apskritis,2005,9,6
Marijampolės r. sav.,2005,9,0
Šakių r. sav.,2005,9,0
Vilkaviškio r. sav.,2005,9,6
Panevėžio apskritis,2005,9,47
Panevėžio m. sav.,2005,9,24
Biržų r. sav.,2005,9,0
Kupiškio r. sav.,2005,9,6
Panevėžio r. sav.,2005,9,7
Pasvalio r. sav.,2005,9,2
Rokiškio r. sav.,2005,9,8
Šiaulių apskritis,2005,9,20
Šiaulių m. sav.,2005,9,13
Akmenės r. sav.,2005,9,1
Alytaus apskritis,2005,10,2
Alytaus m. sav.,2005,10,1
Druskininkų sav.,2005,10,0
Alytaus r. sav.,2005,10,1
Lazdijų r. sav.,2005,10,0
Varėnos r. sav.,2005,10,0
Kauno apskritis,2005,10,49
Kauno m. sav.,2005,10,32
Jonavos r. sav.,2005,10,3
Kaišiadorių r. sav.,2005,10,2
Kauno r. sav.,2005,10,8
Kėdainių r. sav.,2005,10,1
Prienų r. sav.,2005,10,2
Raseinių r. sav.,2005,10,1
Klaipėdos apskritis,2005,10,6
Klaipėdos m. sav.,2005,10,0
Palangos m. sav.,2005,10,3
Klaipėdos r. sav.,2005,10,0
Kretingos r. sav.,2005,10,2
Skuodo r. sav.,2005,10,0
Šilutės r. sav.,2005,10,1
Marijampolės apskritis,2005,10,8
Marijampolės r. sav.,2005,10,2
Šakių r. sav.,2005,10,0
Vilkaviškio r. sav.,2005,10,6
Panevėžio apskritis,2005,10,25
Panevėžio m. sav.,2005,10,11
Biržų r. sav.,2005,10,1
Kupiškio r. sav.,2005,10,3
Panevėžio r. sav.,2005,10,6
Pasvalio r. sav.,2005,10,1
Rokiškio r. sav.,2005,10,3
Šiaulių apskritis,2005,10,12
Šiaulių m. sav.,2005,10,5
Akmenės r. sav.,2005,10,0
Joniškio r. sav.,2005,10,2
Kelmės r. sav.,2005,10,1
Radviliškio r. sav.,2005,10,1
Šiaulių r. sav.,2005,10,2
Tauragės apskritis,2005,10,6
Jurbarko r. sav.,2005,10,0
Šilalės r. sav.,2005,10,0
Tauragės r. sav.,2005,10,6
Telšių apskritis,2005,10,7
Mažeikių r. sav.,2005,10,1
Plungės r. sav.,2005,10,0
Telšių r. sav.,2005,10,6
Utenos apskritis,2005,10,7
Visagino sav.,2005,10,0
Anykščių r. sav.,2005,10,0
Ignalinos r. sav.,2005,10,1
Molėtų r. sav.,2005,10,0
Utenos r. sav.,2005,10,4
Zarasų r. sav.,2005,10,2
Vilniaus apskritis,2005,10,73
Vilniaus m. sav.,2005,10,71
Šalčininkų r. sav.,2005,10,0
Širvintų r. sav.,2005,10,0
Švenčionių r. sav.,2005,10,0
Ukmergės r. sav.,2005,10,2
Vilniaus r. sav.,2005,10,0
Trakų r. sav.,2005,10,4
Alytaus apskritis,2005,11,3
Alytaus m. sav.,2005,11,0
Druskininkų sav.,2005,11,0
Alytaus r. sav.,2005,11,2
Lazdijų r. sav.,2005,11,1
Varėnos r. sav.,2005,11,0
Kauno apskritis,2005,11,21
Kauno m. sav.,2005,11,12
Jonavos r. sav.,2005,11,2
Kaišiadorių r. sav.,2005,11,0
Kauno r. sav.,2005,11,3
Kėdainių r. sav.,2005,11,1
Prienų r. sav.,2005,11,2
Raseinių r. sav.,2005,11,1
Klaipėdos apskritis,2005,11,7
Klaipėdos m. sav.,2005,11,2
Palangos m. sav.,2005,11,1
Klaipėdos r. sav.,2005,11,1
Kretingos r. sav.,2005,11,0
Skuodo r. sav.,2005,11,1
Šilutės r. sav.,2005,11,2
Marijampolės apskritis,2005,11,3
Marijampolės r. sav.,2005,11,0
Šakių r. sav.,2005,11,2
Vilkaviškio r. sav.,2005,11,1
Panevėžio apskritis,2005,11,11
Panevėžio m. sav.,2005,11,6
Biržų r. sav.,2005,11,0
Kupiškio r. sav.,2005,11,0
Panevėžio r. sav.,2005,11,3
Pasvalio r. sav.,2005,11,0
Rokiškio r. sav.,2005,11,2
Šiaulių apskritis,2005,11,11
Šiaulių m. sav.,2005,11,6
Akmenės r. sav.,2005,11,0
Joniškio r. sav.,2005,11,1
Kelmės r. sav.,2005,11,1
Radviliškio r. sav.,2005,11,1
Šiaulių r. sav.,2005,11,2
Tauragės apskritis,2005,11,3
Jurbarko r. sav.,2005,11,0
Šilalės r. sav.,2005,11,1
Tauragės r. sav.,2005,11,2
Telšių apskritis,2005,11,5
Mažeikių r. sav.,2005,11,1
Plungės r. sav.,2005,11,0
Telšių r. sav.,2005,11,4
Utenos apskritis,2005,11,8
Visagino sav.,2005,11,2
Anykščių r. sav.,2005,11,2
Ignalinos r. sav.,2005,11,0
Molėtų r. sav.,2005,11,0
Utenos r. sav.,2005,11,3
Zarasų r. sav.,2005,11,1
Vilniaus apskritis,2005,11,31
Vilniaus m. sav.,2005,11,31
Šalčininkų r. sav.,2005,11,0
Širvintų r. sav.,2005,11,0
Švenčionių r. sav.,2005,11,0
Ukmergės r. sav.,2005,11,0
Vilniaus r. sav.,2005,11,3
Trakų r. sav.,2005,11,3
Alytaus apskritis,2005,12,0
Alytaus m. sav.,2005,12,0
Druskininkų sav.,2005,12,0
Alytaus r. sav.,2005,12,0
Lazdijų r. sav.,2005,12,0
Varėnos r. sav.,2005,12,0
Kauno apskritis,2005,12,13
Kauno m. sav.,2005,12,12
Jonavos r. sav.,2005,12,0
Kaišiadorių r. sav.,2005,12,0
Kauno r. sav.,2005,12,0
Kėdainių r. sav.,2005,12,0
Prienų r. sav.,2005,12,0
Raseinių r. sav.,2005,12,1
Klaipėdos apskritis,2005,12,0
Klaipėdos m. sav.,2005,12,0
Palangos m. sav.,2005,12,0
Klaipėdos r. sav.,2005,12,0
Kretingos r. sav.,2005,12,0
Skuodo r. sav.,2005,12,0
Šilutės r. sav.,2005,12,0
Marijampolės apskritis,2005,12,0
Marijampolės r. sav.,2005,12,0
Šakių r. sav.,2005,12,0
Vilkaviškio r. sav.,2005,12,0
Panevėžio apskritis,2005,12,2
Panevėžio m. sav.,2005,12,1
Biržų r. sav.,2005,12,0
Kupiškio r. sav.,2005,12,0
Panevėžio r. sav.,2005,12,1
Pasvalio r. sav.,2005,12,0
Rokiškio r. sav.,2005,12,0
Šiaulių apskritis,2005,12,5
Šiaulių m. sav.,2005,12,3
Akmenės r. sav.,2005,12,0
Joniškio r. sav.,2005,12,0
Kelmės r. sav.,2005,12,0
Radviliškio r. sav.,2005,12,0
Šiaulių r. sav.,2005,12,1
Tauragės apskritis,2005,12,2
Jurbarko r. sav.,2005,12,1
Šilalės r. sav.,2005,12,0
Tauragės r. sav.,2005,12,1
Telšių apskritis,2005,12,0
Mažeikių r. sav.,2005,12,0
Plungės r. sav.,2005,12,0
Telšių r. sav.,2005,12,0
Utenos apskritis,2005,12,1
Visagino sav.,2005,12,0
Anykščių r. sav.,2005,12,0
Ignalinos r. sav.,2005,12,0
Molėtų r. sav.,2005,12,1
Utenos r. sav.,2005,12,0
Zarasų r. sav.,2005,12,0
Vilniaus apskritis,2005,12,15
Vilniaus m. sav.,2005,12,12
Šalčininkų r. sav.,2005,12,0
Širvintų r. sav.,2005,12,2
Švenčionių r. sav.,2005,12,1
Ukmergės r. sav.,2005,12,0
Vilniaus r. sav.,2005,12,2
Trakų r. sav.,2005,12,2
