name,year,month,infection
Alytaus r. sav.,2015,1,0
Alytaus m. sav.,2015,1,0
Druskininkų sav.,2015,1,0
Lazdyjų r.,2015,1,0
Varėnos r. sav.,2015,1,1
Alytaus apskritis,2015,1,1
Birštono sav.,2015,1,0
Jonavos r. sav.,2015,1,3
Kaišiadorių r. sav.,2015,1,0
Kauno m. sav.,2015,1,5
Kauno r. sav.,2015,1,2
Kėdainių r. sav.,2015,1,0
Prienų r. sav.,2015,1,1
Raseinių r. sav.,2015,1,2
Kauno apskritis,2015,1,13
Klaipėdos m. sav.,2015,1,0
Klaipėdos r. sav.,2015,1,1
Kretingos r. sav.,2015,1,0
Neringos sav.,2015,1,0
Palangos m. sav.,2015,1,0
Šilutės r. sav.,2015,1,0
Skuodo r. sav.,2015,1,0
Klaipėdos apskritis,2015,1,1
Marijampolės r. sav.,2015,1,1
Šakių r. sav.,2015,1,0
Vilkaviškio r. sav.,2015,1,0
Marijampolės apskritis,2015,1,1
Biržų r. sav.,2015,1,0
Kupiškio r. sav.,2015,1,1
Panevėžio r. sav.,2015,1,1
Panevėžio m. sav.,2015,1,2
Pasvalio r. sav.,2015,1,0
Rokiškio r. sav.,2015,1,0
Panevėžio apskritis,2015,1,4
Akmenės r. sav.,2015,1,0
Joniškio r. sav.,2015,1,1
Kelmės r. sav.,2015,1,0
Radviliškio r. sav.,2015,1,1
Šiaulių m. sav.,2015,1,5
Šiaulių r. sav.,2015,1,2
Šiaulių apskritis,2015,1,10
Jurbarko r. sav.,2015,1,0
Šilalės r. sav.,2015,1,0
Tauragės r. sav.,2015,1,0
Tauragės apskritis,2015,1,0
Mažeikių r. sav.,2015,1,0
Plungės r. sav.,2015,1,0
Telšių r. sav.,2015,1,0
Telšių apskritis,2015,1,0
Anykščių r. sav.,2015,1,0
Ignalinos r. sav.,2015,1,0
Molėtų r. sav.,2015,1,0
Utenos r. sav.,2015,1,4
Visagino sav.,2015,1,0
Zarasų r. sav.,2015,1,0
Utenos apskritis,2015,1,4
Šalčininkų r. sav.,2015,1,0
Širvintų r. sav.,2015,1,0
Švenčionių r. sav.,2015,1,0
Trakų r. sav.,2015,1,3
Ukmergės r. sav.,2015,1,1
Vilniaus r. sav.,2015,1,3
Vilniaus m. sav.,2015,1,10
Vilniaus apskritis,2015,1,17
Alytaus r. sav.,2015,2,0
Alytaus m. sav.,2015,2,0
Druskininkų sav.,2015,2,0
Lazdyjų r.,2015,2,0
Varėnos r. sav.,2015,2,1
Alytaus apskritis,2015,2,1
Birštono sav.,2015,2,0
Jonavos r. sav.,2015,2,0
Kaišiadorių r. sav.,2015,2,1
Kauno m. sav.,2015,2,1
Kauno r. sav.,2015,2,1
Kėdainių r. sav.,2015,2,0
Prienų r. sav.,2015,2,0
Raseinių r. sav.,2015,2,1
Kauno apskritis,2015,2,4
Klaipėdos m. sav.,2015,2,1
Klaipėdos r. sav.,2015,2,0
Kretingos r. sav.,2015,2,0
Neringos sav.,2015,2,0
Palangos m. sav.,2015,2,0
Šilutės r. sav.,2015,2,0
Skuodo r. sav.,2015,2,1
Klaipėdos apskritis,2015,2,2
Marijampolės r. sav.,2015,2,0
Šakių r. sav.,2015,2,0
Vilkaviškio r. sav.,2015,2,1
Marijampolės apskritis,2015,2,1
Biržų r. sav.,2015,2,1
Kupiškio r. sav.,2015,2,1
Panevėžio r. sav.,2015,2,0
Panevėžio m. sav.,2015,2,2
Pasvalio r. sav.,2015,2,0
Rokiškio r. sav.,2015,2,0
Panevėžio apskritis,2015,2,4
Akmenės r. sav.,2015,2,0
Joniškio r. sav.,2015,2,0
Kelmės r. sav.,2015,2,0
Radviliškio r. sav.,2015,2,3
Šiaulių m. sav.,2015,2,2
Šiaulių r. sav.,2015,2,1
Šiaulių apskritis,2015,2,6
Jurbarko r. sav.,2015,2,0
Šilalės r. sav.,2015,2,0
Tauragės r. sav.,2015,2,2
Tauragės apskritis,2015,2,2
Mažeikių r. sav.,2015,2,0
Plungės r. sav.,2015,2,0
Telšių r. sav.,2015,2,2
Telšių apskritis,2015,2,2
Anykščių r. sav.,2015,2,3
Ignalinos r. sav.,2015,2,0
Molėtų r. sav.,2015,2,2
Utenos r. sav.,2015,2,1
Visagino sav.,2015,2,0
Zarasų r. sav.,2015,2,0
Utenos apskritis,2015,2,6
Šalčininkų r. sav.,2015,2,0
Širvintų r. sav.,2015,2,2
Švenčionių r. sav.,2015,2,0
Trakų r. sav.,2015,2,1
Ukmergės r. sav.,2015,2,0
Vilniaus r. sav.,2015,2,1
Vilniaus m. sav.,2015,2,7
