name,year,month,infection
Alytaus apskritis,2006,1,0
Alytaus m. sav.,2006,1,0
Druskininkų sav.,2006,1,0
Alytaus r. sav.,2006,1,0
Lazdijų r. sav.,2006,1,0
Varėnos r. sav.,2006,1,0
Kauno apskritis,2006,1,10
Kauno m. sav.,2006,1,8
Jonavos r. sav.,2006,1,0
Kaišiadorių r. sav.,2006,1,0
Kauno r. sav.,2006,1,1
Kėdainių r. sav.,2006,1,0
Prienų r. sav.,2006,1,0
Raseinių r. sav.,2006,1,1
Klaipėdos apskritis,2006,1,1
Klaipėdos m. sav.,2006,1,0
Palangos m. sav.,2006,1,0
Klaipėdos r. sav.,2006,1,1
Kretingos r. sav.,2006,1,0
Skuodo r. sav.,2006,1,0
Šilutės r. sav.,2006,1,0
Marijampolės apskritis,2006,1,0
Marijampolės r. sav.,2006,1,0
Šakių r. sav.,2006,1,0
Vilkaviškio r. sav.,2006,1,0
Panevėžio apskritis,2006,1,4
Panevėžio m. sav.,2006,1,2
Biržų r. sav.,2006,1,0
Kupiškio r. sav.,2006,1,0
Panevėžio r. sav.,2006,1,1
Pasvalio r. sav.,2006,1,1
Rokiškio r. sav.,2006,1,0
Šiaulių apskritis,2006,1,0
Šiaulių m. sav.,2006,1,0
Akmenės r. sav.,2006,1,0
Joniškio r. sav.,2006,1,0
Kelmės r. sav.,2006,1,0
Radviliškio r. sav.,2006,1,0
Šiaulių r. sav.,2006,1,0
Tauragės apskritis,2006,1,0
Jurbarko r. sav.,2006,1,0
Šilalės r. sav.,2006,1,0
Tauragės r. sav.,2006,1,0
Telšių apskritis,2006,1,1
Mažeikių r. sav.,2006,1,0
Plungės r. sav.,2006,1,0
Telšių r. sav.,2006,1,1
Utenos apskritis,2006,1,2
Visagino sav.,2006,1,0
Anykščių r. sav.,2006,1,1
Ignalinos r. sav.,2006,1,0
Molėtų r. sav.,2006,1,0
Utenos r. sav.,2006,1,1
Zarasų r. sav.,2006,1,0
Vilniaus apskritis,2006,1,7
Vilniaus m. sav.,2006,1,7
Šalčininkų r. sav.,2006,1,0
Širvintų r. sav.,2006,1,0
Švenčionių r. sav.,2006,1,0
Ukmergės r. sav.,2006,1,0
Vilniaus r. sav.,2006,1,2
Trakų r. sav.,2006,1,2
Alytaus apskritis,2006,2,1
Alytaus m. sav.,2006,2,1
Druskininkų sav.,2006,2,0
Alytaus r. sav.,2006,2,0
Lazdijų r. sav.,2006,2,0
Varėnos r. sav.,2006,2,0
Kauno apskritis,2006,2,6
Kauno m. sav.,2006,2,3
Jonavos r. sav.,2006,2,0
Kaišiadorių r. sav.,2006,2,0
Kauno r. sav.,2006,2,2
Kėdainių r. sav.,2006,2,0
Prienų r. sav.,2006,2,0
