,name,year,month,infection,forest cover,population
2950,Radviliškio r. sav.,2008,3,0,25.4,46681.0
2951,Šiaulių r. sav.,2008,3,0,34.7,48124.0
2952,Tauragės apskritis,2008,3,0,33.0,119179.0
2953,Jurbarko r. sav.,2008,3,0,38.1,32954.0
2954,Šilalės r. sav.,2008,3,0,28.4,28439.0
2955,Tauragės r. sav.,2008,3,0,38.4,47318.0
2956,Telšių apskritis,2008,3,0,36.1,162431.0
2957,Mažeikių r. sav.,2008,3,0,29.5,61932.0
2958,Plungės r. sav.,2008,3,0,35.9,40473.0
2959,Telšių r. sav.,2008,3,0,34.7,50589.0
2960,Utenos apskritis,2008,3,3,33.3,164167.0
2961,Visagino sav.,2008,3,0,56.0,25232.0
2962,Anykščių r. sav.,2008,3,2,32.2,30929.0
2963,Ignalinos r. sav.,2008,3,0,35.5,19838.0
2964,Molėtų r. sav.,2008,3,0,28.9,22221.0
2965,Utenos r. sav.,2008,3,0,31.8,46056.0
2966,Zarasų r. sav.,2008,3,1,37.3,19891.0
2967,Vilniaus apskritis,2008,3,26,42.4,826306.0
2968,Vilniaus m. sav.,2008,3,23,35.6,541596.0
2969,Šalčininkų r. sav.,2008,3,0,46.3,36145.0
2970,Širvintų r. sav.,2008,3,0,33.3,18752.0
2971,Švenčionių r. sav.,2008,3,1,55.9,29613.0
2972,Ukmergės r. sav.,2008,3,0,32.6,43643.0
2973,Vilniaus r. sav.,2008,3,2,39.7,94669.0
2974,Trakų r. sav.,2008,3,0,47.7,35550.0
2975,Alytaus apskritis,2008,4,1,49.1,170249.0
2976,Alytaus m. sav.,2008,4,1,31.8,65856.0
2977,Druskininkų sav.,2008,4,0,69.2,23187.0
2978,Alytaus r. sav.,2008,4,0,24.7,29773.0
2979,Lazdijų r. sav.,2008,4,0,34.9,23902.0
2980,Varėnos r. sav.,2008,4,0,69.1,27531.0
2981,Kauno apskritis,2008,4,6,29.6,643358.0
2982,Kauno m. sav.,2008,4,5,16.9,339535.0
2983,Jonavos r. sav.,2008,4,0,41.9,49051.0
2984,Kaišiadorių r. sav.,2008,4,0,31.5,35571.0
2985,Kauno r. sav.,2008,4,1,32.7,83946.0
2986,Kėdainių r. sav.,2008,4,0,25.5,58226.0
2987,Prienų r. sav.,2008,4,0,27.6,31807.0
2988,Raseinių r. sav.,2008,4,0,23.4,40361.0
2989,Klaipėdos apskritis,2008,4,0,26.5,357201.0
2990,Klaipėdos m. sav.,2008,4,0,20.6,172686.0
2991,Palangos m. sav.,2008,4,0,39.9,16386.0
2992,Klaipėdos r. sav.,2008,4,0,26.0,50488.0
2993,Kretingos r. sav.,2008,4,0,34.6,43786.0
2994,Skuodo r. sav.,2008,4,0,19.8,22348.0
2995,Šilutės r. sav.,2008,4,0,22.3,49207.0
2996,Marijampolės apskritis,2008,4,0,21.7,172200.0
2997,Marijampolės r. sav.,2008,4,0,,
2998,Šakių r. sav.,2008,4,0,22.9,34784.0
2999,Vilkaviškio r. sav.,2008,4,0,10.6,45488.0
3000,Panevėžio apskritis,2008,4,5,28.2,268815.0
3001,Panevėžio m. sav.,2008,4,5,2.2,106495.0
3002,Biržų r. sav.,2008,4,0,27.2,30959.0
3003,Kupiškio r. sav.,2008,4,0,29.3,22052.0
3004,Panevėžio r. sav.,2008,4,0,34.8,41162.0
3005,Pasvalio r. sav.,2008,4,0,17.0,30598.0
3006,Rokiškio r. sav.,2008,4,0,29.0,37549.0
3007,Šiaulių apskritis,2008,4,1,27.3,328699.0
3008,Šiaulių m. sav.,2008,4,0,8.3,117829.0
3009,Akmenės r. sav.,2008,4,0,32.4,25967.0
3010,Joniškio r. sav.,2008,4,0,20.0,28543.0
3011,Kelmės r. sav.,2008,4,1,30.2,35602.0
3012,Radviliškio r. sav.,2008,4,0,25.4,46681.0
3013,Šiaulių r. sav.,2008,4,0,34.7,48124.0
3014,Tauragės apskritis,2008,4,0,33.0,119179.0
3015,Jurbarko r. sav.,2008,4,0,38.1,32954.0
3016,Šilalės r. sav.,2008,4,0,28.4,28439.0
3017,Tauragės r. sav.,2008,4,0,38.4,47318.0
3018,Telšių apskritis,2008,4,1,36.1,162431.0
3019,Mažeikių r. sav.,2008,4,0,29.5,61932.0
3020,Plungės r. sav.,2008,4,0,35.9,40473.0
3021,Telšių r. sav.,2008,4,1,34.7,50589.0
3022,Utenos apskritis,2008,4,2,33.3,164167.0
3023,Visagino sav.,2008,4,0,56.0,25232.0
3024,Anykščių r. sav.,2008,4,0,32.2,30929.0
3025,Ignalinos r. sav.,2008,4,0,35.5,19838.0
3026,Molėtų r. sav.,2008,4,1,28.9,22221.0
3027,Utenos r. sav.,2008,4,0,31.8,46056.0
3028,Zarasų r. sav.,2008,4,1,37.3,19891.0
3029,Vilniaus apskritis,2008,4,9,42.4,826306.0
3030,Vilniaus m. sav.,2008,4,9,35.6,541596.0
3031,Šalčininkų r. sav.,2008,4,0,46.3,36145.0
3032,Širvintų r. sav.,2008,4,0,33.3,18752.0
3033,Švenčionių r. sav.,2008,4,0,55.9,29613.0
3034,Ukmergės r. sav.,2008,4,0,32.6,43643.0
3035,Vilniaus r. sav.,2008,4,0,39.7,94669.0
3036,Trakų r. sav.,2008,4,0,47.7,35550.0
3037,Alytaus apskritis,2008,5,3,49.1,170249.0
3038,Alytaus m. sav.,2008,5,2,31.8,65856.0
3039,Druskininkų sav.,2008,5,0,69.2,23187.0
3040,Alytaus r. sav.,2008,5,0,24.7,29773.0
3041,Lazdijų r. sav.,2008,5,1,34.9,23902.0
3042,Varėnos r. sav.,2008,5,0,69.1,27531.0
3043,Kauno apskritis,2008,5,15,29.6,643358.0
3044,Kauno m. sav.,2008,5,12,16.9,339535.0
3045,Jonavos r. sav.,2008,5,0,41.9,49051.0
3046,Kaišiadorių r. sav.,2008,5,1,31.5,35571.0
3047,Kauno r. sav.,2008,5,2,32.7,83946.0
3048,Kėdainių r. sav.,2008,5,0,25.5,58226.0
3049,Prienų r. sav.,2008,5,0,27.6,31807.0
3050,Raseinių r. sav.,2008,5,0,23.4,40361.0
3051,Klaipėdos apskritis,2008,5,2,26.5,357201.0
3052,Klaipėdos m. sav.,2008,5,0,20.6,172686.0
3053,Palangos m. sav.,2008,5,2,39.9,16386.0
3054,Klaipėdos r. sav.,2008,5,0,26.0,50488.0
3055,Kretingos r. sav.,2008,5,0,34.6,43786.0
3056,Skuodo r. sav.,2008,5,0,19.8,22348.0
3057,Šilutės r. sav.,2008,5,0,22.3,49207.0
3058,Marijampolės apskritis,2008,5,2,21.7,172200.0
3059,Marijampolės r. sav.,2008,5,0,,
3060,Šakių r. sav.,2008,5,1,22.9,34784.0
3061,Vilkaviškio r. sav.,2008,5,1,10.6,45488.0
3062,Panevėžio apskritis,2008,5,8,28.2,268815.0
3063,Panevėžio m. sav.,2008,5,2,2.2,106495.0
3064,Biržų r. sav.,2008,5,0,27.2,30959.0
3065,Kupiškio r. sav.,2008,5,0,29.3,22052.0
3066,Panevėžio r. sav.,2008,5,3,34.8,41162.0
3067,Pasvalio r. sav.,2008,5,0,17.0,30598.0
3068,Rokiškio r. sav.,2008,5,3,29.0,37549.0
3069,Šiaulių apskritis,2008,5,6,27.3,328699.0
3070,Šiaulių m. sav.,2008,5,6,8.3,117829.0
3071,Akmenės r. sav.,2008,5,0,32.4,25967.0
3072,Joniškio r. sav.,2008,5,0,20.0,28543.0
3073,Kelmės r. sav.,2008,5,0,30.2,35602.0
3074,Radviliškio r. sav.,2008,5,0,25.4,46681.0
3075,Šiaulių r. sav.,2008,5,0,34.7,48124.0
3076,Tauragės apskritis,2008,5,1,33.0,119179.0
3077,Jurbarko r. sav.,2008,5,0,38.1,32954.0
3078,Šilalės r. sav.,2008,5,0,28.4,28439.0
3079,Tauragės r. sav.,2008,5,1,38.4,47318.0
3080,Telšių apskritis,2008,5,2,36.1,162431.0
3081,Mažeikių r. sav.,2008,5,2,29.5,61932.0
3082,Plungės r. sav.,2008,5,0,35.9,40473.0
3083,Telšių r. sav.,2008,5,0,34.7,50589.0
3084,Utenos apskritis,2008,5,4,33.3,164167.0
3085,Visagino sav.,2008,5,0,56.0,25232.0
3086,Anykščių r. sav.,2008,5,0,32.2,30929.0
3087,Ignalinos r. sav.,2008,5,0,35.5,19838.0
3088,Molėtų r. sav.,2008,5,0,28.9,22221.0
3089,Utenos r. sav.,2008,5,4,31.8,46056.0
3090,Zarasų r. sav.,2008,5,0,37.3,19891.0
3091,Vilniaus apskritis,2008,5,14,42.4,826306.0
3092,Vilniaus m. sav.,2008,5,11,35.6,541596.0
3093,Šalčininkų r. sav.,2008,5,0,46.3,36145.0
3094,Širvintų r. sav.,2008,5,0,33.3,18752.0
3095,Švenčionių r. sav.,2008,5,0,55.9,29613.0
3096,Ukmergės r. sav.,2008,5,1,32.6,43643.0
3097,Vilniaus r. sav.,2008,5,2,39.7,94669.0
3098,Trakų r. sav.,2008,5,0,47.7,35550.0
3099,Alytaus apskritis,2008,6,3,49.1,170249.0
3100,Alytaus m. sav.,2008,6,2,31.8,65856.0
3101,Druskininkų sav.,2008,6,0,69.2,23187.0
3102,Alytaus r. sav.,2008,6,1,24.7,29773.0
3103,Lazdijų r. sav.,2008,6,0,34.9,23902.0
3104,Varėnos r. sav.,2008,6,0,69.1,27531.0
3105,Kauno apskritis,2008,6,20,29.6,643358.0
3106,Kauno m. sav.,2008,6,12,16.9,339535.0
3107,Jonavos r. sav.,2008,6,2,41.9,49051.0
3108,Kaišiadorių r. sav.,2008,6,0,31.5,35571.0
3109,Kauno r. sav.,2008,6,4,32.7,83946.0
3110,Kėdainių r. sav.,2008,6,1,25.5,58226.0
3111,Prienų r. sav.,2008,6,1,27.6,31807.0
3112,Raseinių r. sav.,2008,6,0,23.4,40361.0
3113,Klaipėdos apskritis,2008,6,2,26.5,357201.0
3114,Klaipėdos m. sav.,2008,6,2,20.6,172686.0
3115,Palangos m. sav.,2008,6,0,39.9,16386.0
3116,Klaipėdos r. sav.,2008,6,0,26.0,50488.0
3117,Kretingos r. sav.,2008,6,0,34.6,43786.0
3118,Skuodo r. sav.,2008,6,0,19.8,22348.0
3119,Šilutės r. sav.,2008,6,0,22.3,49207.0
3120,Marijampolės apskritis,2008,6,1,21.7,172200.0
3121,Marijampolės r. sav.,2008,6,0,,
3122,Šakių r. sav.,2008,6,0,22.9,34784.0
3123,Vilkaviškio r. sav.,2008,6,1,10.6,45488.0
3124,Panevėžio apskritis,2008,6,13,28.2,268815.0
3125,Panevėžio m. sav.,2008,6,1,2.2,106495.0
3126,Biržų r. sav.,2008,6,2,27.2,30959.0
3127,Kupiškio r. sav.,2008,6,0,29.3,22052.0
3128,Panevėžio r. sav.,2008,6,3,34.8,41162.0
3129,Pasvalio r. sav.,2008,6,1,17.0,30598.0
3130,Rokiškio r. sav.,2008,6,6,29.0,37549.0
3131,Šiaulių apskritis,2008,6,5,27.3,328699.0
3132,Šiaulių m. sav.,2008,6,1,8.3,117829.0
3133,Akmenės r. sav.,2008,6,0,32.4,25967.0
3134,Joniškio r. sav.,2008,6,0,20.0,28543.0
3135,Kelmės r. sav.,2008,6,2,30.2,35602.0
3136,Radviliškio r. sav.,2008,6,0,25.4,46681.0
3137,Šiaulių r. sav.,2008,6,0,34.7,48124.0
3138,Tauragės apskritis,2008,6,2,33.0,119179.0
3139,Jurbarko r. sav.,2008,6,0,38.1,32954.0
3140,Šilalės r. sav.,2008,6,0,28.4,28439.0
3141,Tauragės r. sav.,2008,6,2,38.4,47318.0
3142,Telšių apskritis,2008,6,5,36.1,162431.0
3143,Mažeikių r. sav.,2008,6,1,29.5,61932.0
3144,Plungės r. sav.,2008,6,0,35.9,40473.0
3145,Telšių r. sav.,2008,6,4,34.7,50589.0
3146,Utenos apskritis,2008,6,6,33.3,164167.0
3147,Visagino sav.,2008,6,0,56.0,25232.0
3148,Anykščių r. sav.,2008,6,0,32.2,30929.0
3149,Ignalinos r. sav.,2008,6,0,35.5,19838.0
3150,Molėtų r. sav.,2008,6,0,28.9,22221.0
3151,Utenos r. sav.,2008,6,6,31.8,46056.0
3152,Zarasų r. sav.,2008,6,0,37.3,19891.0
3153,Vilniaus apskritis,2008,6,49,42.4,826306.0
3154,Vilniaus m. sav.,2008,6,41,35.6,541596.0
3155,Šalčininkų r. sav.,2008,6,0,46.3,36145.0
3156,Širvintų r. sav.,2008,6,3,33.3,18752.0
3157,Švenčionių r. sav.,2008,6,0,55.9,29613.0
3158,Ukmergės r. sav.,2008,6,2,32.6,43643.0
3159,Vilniaus r. sav.,2008,6,3,39.7,94669.0
3160,Trakų r. sav.,2008,6,1,47.7,35550.0
3161,Alytaus apskritis,2008,7,2,49.1,170249.0
3162,Alytaus m. sav.,2008,7,0,31.8,65856.0
3163,Druskininkų sav.,2008,7,0,69.2,23187.0
3164,Alytaus r. sav.,2008,7,1,24.7,29773.0
3165,Lazdijų r. sav.,2008,7,1,34.9,23902.0
3166,Varėnos r. sav.,2008,7,0,69.1,27531.0
3167,Kauno apskritis,2008,7,44,29.6,643358.0
3168,Kauno m. sav.,2008,7,34,16.9,339535.0
3169,Jonavos r. sav.,2008,7,1,41.9,49051.0
3170,Kaišiadorių r. sav.,2008,7,0,31.5,35571.0
3171,Kauno r. sav.,2008,7,6,32.7,83946.0
3172,Kėdainių r. sav.,2008,7,3,25.5,58226.0
3173,Prienų r. sav.,2008,7,0,27.6,31807.0
3174,Raseinių r. sav.,2008,7,0,23.4,40361.0
3175,Klaipėdos apskritis,2008,7,3,26.5,357201.0
3176,Klaipėdos m. sav.,2008,7,1,20.6,172686.0
3177,Palangos m. sav.,2008,7,0,39.9,16386.0
3178,Klaipėdos r. sav.,2008,7,0,26.0,50488.0
3179,Kretingos r. sav.,2008,7,0,34.6,43786.0
3180,Skuodo r. sav.,2008,7,0,19.8,22348.0
3181,Šilutės r. sav.,2008,7,2,22.3,49207.0
3182,Marijampolės apskritis,2008,7,2,21.7,172200.0
3183,Marijampolės r. sav.,2008,7,2,,
3184,Šakių r. sav.,2008,7,0,22.9,34784.0
3185,Vilkaviškio r. sav.,2008,7,0,10.6,45488.0
3186,Panevėžio apskritis,2008,7,17,28.2,268815.0
3187,Panevėžio m. sav.,2008,7,6,2.2,106495.0
3188,Biržų r. sav.,2008,7,0,27.2,30959.0
3189,Kupiškio r. sav.,2008,7,0,29.3,22052.0
3190,Panevėžio r. sav.,2008,7,3,34.8,41162.0
3191,Pasvalio r. sav.,2008,7,0,17.0,30598.0
3192,Rokiškio r. sav.,2008,7,8,29.0,37549.0
3193,Šiaulių apskritis,2008,7,9,27.3,328699.0
3194,Šiaulių m. sav.,2008,7,3,8.3,117829.0
3195,Akmenės r. sav.,2008,7,0,32.4,25967.0
3196,Joniškio r. sav.,2008,7,1,20.0,28543.0
3197,Kelmės r. sav.,2008,7,4,30.2,35602.0
3198,Radviliškio r. sav.,2008,7,1,25.4,46681.0
3199,Šiaulių r. sav.,2008,7,0,34.7,48124.0
3200,Tauragės apskritis,2008,7,5,33.0,119179.0
3201,Jurbarko r. sav.,2008,7,0,38.1,32954.0
3202,Šilalės r. sav.,2008,7,0,28.4,28439.0
3203,Tauragės r. sav.,2008,7,5,38.4,47318.0
3204,Telšių apskritis,2008,7,5,36.1,162431.0
3205,Mažeikių r. sav.,2008,7,0,29.5,61932.0
3206,Plungės r. sav.,2008,7,0,35.9,40473.0
3207,Telšių r. sav.,2008,7,5,34.7,50589.0
3208,Utenos apskritis,2008,7,3,33.3,164167.0
3209,Visagino sav.,2008,7,0,56.0,25232.0
3210,Anykščių r. sav.,2008,7,1,32.2,30929.0
3211,Ignalinos r. sav.,2008,7,1,35.5,19838.0
3212,Molėtų r. sav.,2008,7,0,28.9,22221.0
3213,Utenos r. sav.,2008,7,1,31.8,46056.0
3214,Zarasų r. sav.,2008,7,0,37.3,19891.0
3215,Vilniaus apskritis,2008,7,39,42.4,826306.0
3216,Vilniaus m. sav.,2008,7,28,35.6,541596.0
3217,Šalčininkų r. sav.,2008,7,0,46.3,36145.0
3218,Širvintų r. sav.,2008,7,3,33.3,18752.0
3219,Švenčionių r. sav.,2008,7,1,55.9,29613.0
3220,Ukmergės r. sav.,2008,7,3,32.6,43643.0
3221,Vilniaus r. sav.,2008,7,4,39.7,94669.0
3222,Trakų r. sav.,2008,7,6,47.7,35550.0
3223,Alytaus apskritis,2008,8,4,49.1,170249.0
3224,Alytaus m. sav.,2008,8,3,31.8,65856.0
3225,Druskininkų sav.,2008,8,0,69.2,23187.0
3226,Alytaus r. sav.,2008,8,1,24.7,29773.0
3227,Lazdijų r. sav.,2008,8,0,34.9,23902.0
3228,Varėnos r. sav.,2008,8,0,69.1,27531.0
3229,Kauno apskritis,2008,8,30,29.6,643358.0
3230,Kauno m. sav.,2008,8,22,16.9,339535.0
3231,Jonavos r. sav.,2008,8,3,41.9,49051.0
3232,Kaišiadorių r. sav.,2008,8,0,31.5,35571.0
3233,Kauno r. sav.,2008,8,2,32.7,83946.0
3234,Kėdainių r. sav.,2008,8,1,25.5,58226.0
3235,Prienų r. sav.,2008,8,2,27.6,31807.0
3236,Raseinių r. sav.,2008,8,0,23.4,40361.0
3237,Klaipėdos apskritis,2008,8,3,26.5,357201.0
3238,Klaipėdos m. sav.,2008,8,1,20.6,172686.0
3239,Palangos m. sav.,2008,8,1,39.9,16386.0
3240,Klaipėdos r. sav.,2008,8,1,26.0,50488.0
3241,Kretingos r. sav.,2008,8,0,34.6,43786.0
3242,Skuodo r. sav.,2008,8,0,19.8,22348.0
3243,Šilutės r. sav.,2008,8,0,22.3,49207.0
3244,Marijampolės apskritis,2008,8,6,21.7,172200.0
3245,Marijampolės r. sav.,2008,8,6,,
3246,Šakių r. sav.,2008,8,0,22.9,34784.0
3247,Vilkaviškio r. sav.,2008,8,0,10.6,45488.0
3248,Panevėžio apskritis,2008,8,19,28.2,268815.0
3249,Panevėžio m. sav.,2008,8,10,2.2,106495.0
3250,Biržų r. sav.,2008,8,1,27.2,30959.0
3251,Kupiškio r. sav.,2008,8,0,29.3,22052.0
3252,Panevėžio r. sav.,2008,8,5,34.8,41162.0
3253,Pasvalio r. sav.,2008,8,0,17.0,30598.0
3254,Rokiškio r. sav.,2008,8,3,29.0,37549.0
3255,Šiaulių apskritis,2008,8,22,27.3,328699.0
3256,Šiaulių m. sav.,2008,8,16,8.3,117829.0
3257,Akmenės r. sav.,2008,8,0,32.4,25967.0
3258,Joniškio r. sav.,2008,8,0,20.0,28543.0
3259,Kelmės r. sav.,2008,8,1,30.2,35602.0
3260,Radviliškio r. sav.,2008,8,1,25.4,46681.0
3261,Šiaulių r. sav.,2008,8,2,34.7,48124.0
3262,Tauragės apskritis,2008,8,1,33.0,119179.0
3263,Jurbarko r. sav.,2008,8,0,38.1,32954.0
3264,Šilalės r. sav.,2008,8,0,28.4,28439.0
3265,Tauragės r. sav.,2008,8,1,38.4,47318.0
3266,Telšių apskritis,2008,8,7,36.1,162431.0
3267,Mažeikių r. sav.,2008,8,0,29.5,61932.0
3268,Plungės r. sav.,2008,8,4,35.9,40473.0
3269,Telšių r. sav.,2008,8,3,34.7,50589.0
3270,Utenos apskritis,2008,8,9,33.3,164167.0
3271,Visagino sav.,2008,8,0,56.0,25232.0
3272,Anykščių r. sav.,2008,8,3,32.2,30929.0
3273,Ignalinos r. sav.,2008,8,0,35.5,19838.0
3274,Molėtų r. sav.,2008,8,0,28.9,22221.0
3275,Utenos r. sav.,2008,8,6,31.8,46056.0
3276,Zarasų r. sav.,2008,8,0,37.3,19891.0
3277,Vilniaus apskritis,2008,8,63,42.4,826306.0
3278,Vilniaus m. sav.,2008,8,50,35.6,541596.0
3279,Šalčininkų r. sav.,2008,8,0,46.3,36145.0
3280,Širvintų r. sav.,2008,8,4,33.3,18752.0
3281,Švenčionių r. sav.,2008,8,2,55.9,29613.0
3282,Ukmergės r. sav.,2008,8,3,32.6,43643.0
3283,Vilniaus r. sav.,2008,8,4,39.7,94669.0
3284,Trakų r. sav.,2008,8,5,47.7,35550.0
3285,Alytaus apskritis,2008,9,10,49.1,170249.0
3286,Alytaus m. sav.,2008,9,2,31.8,65856.0
3287,Druskininkų sav.,2008,9,0,69.2,23187.0
3288,Alytaus r. sav.,2008,9,5,24.7,29773.0
3289,Lazdijų r. sav.,2008,9,1,34.9,23902.0
3290,Varėnos r. sav.,2008,9,2,69.1,27531.0
3291,Kauno apskritis,2008,9,54,29.6,643358.0
3292,Kauno m. sav.,2008,9,43,16.9,339535.0
3293,Jonavos r. sav.,2008,9,1,41.9,49051.0
3294,Kaišiadorių r. sav.,2008,9,0,31.5,35571.0
3295,Kauno r. sav.,2008,9,8,32.7,83946.0
3296,Kėdainių r. sav.,2008,9,2,25.5,58226.0
3297,Prienų r. sav.,2008,9,0,27.6,31807.0
3298,Raseinių r. sav.,2008,9,0,23.4,40361.0
3299,Klaipėdos apskritis,2008,9,7,26.5,357201.0
3300,Klaipėdos m. sav.,2008,9,5,20.6,172686.0
3301,Palangos m. sav.,2008,9,1,39.9,16386.0
3302,Klaipėdos r. sav.,2008,9,0,26.0,50488.0
3303,Kretingos r. sav.,2008,9,0,34.6,43786.0
3304,Skuodo r. sav.,2008,9,0,19.8,22348.0
3305,Šilutės r. sav.,2008,9,1,22.3,49207.0
3306,Marijampolės apskritis,2008,9,9,21.7,172200.0
3307,Marijampolės r. sav.,2008,9,5,,
3308,Šakių r. sav.,2008,9,3,22.9,34784.0
3309,Vilkaviškio r. sav.,2008,9,1,10.6,45488.0
3310,Panevėžio apskritis,2008,9,34,28.2,268815.0
3311,Panevėžio m. sav.,2008,9,14,2.2,106495.0
3312,Biržų r. sav.,2008,9,0,27.2,30959.0
3313,Kupiškio r. sav.,2008,9,4,29.3,22052.0
3314,Panevėžio r. sav.,2008,9,6,34.8,41162.0
3315,Pasvalio r. sav.,2008,9,1,17.0,30598.0
3316,Rokiškio r. sav.,2008,9,9,29.0,37549.0
3317,Šiaulių apskritis,2008,9,13,27.3,328699.0
3318,Šiaulių m. sav.,2008,9,7,8.3,117829.0
3319,Akmenės r. sav.,2008,9,0,32.4,25967.0
3320,Joniškio r. sav.,2008,9,1,20.0,28543.0
3321,Kelmės r. sav.,2008,9,0,30.2,35602.0
3322,Radviliškio r. sav.,2008,9,1,25.4,46681.0
3323,Šiaulių r. sav.,2008,9,4,34.7,48124.0
3324,Tauragės apskritis,2008,9,5,33.0,119179.0
3325,Jurbarko r. sav.,2008,9,0,38.1,32954.0
3326,Šilalės r. sav.,2008,9,0,28.4,28439.0
3327,Tauragės r. sav.,2008,9,5,38.4,47318.0
3328,Telšių apskritis,2008,9,8,36.1,162431.0
3329,Mažeikių r. sav.,2008,9,2,29.5,61932.0
3330,Plungės r. sav.,2008,9,0,35.9,40473.0
3331,Telšių r. sav.,2008,9,6,34.7,50589.0
3332,Utenos apskritis,2008,9,7,33.3,164167.0
3333,Visagino sav.,2008,9,0,56.0,25232.0
3334,Anykščių r. sav.,2008,9,1,32.2,30929.0
3335,Ignalinos r. sav.,2008,9,2,35.5,19838.0
3336,Molėtų r. sav.,2008,9,1,28.9,22221.0
3337,Utenos r. sav.,2008,9,2,31.8,46056.0
3338,Zarasų r. sav.,2008,9,1,37.3,19891.0
3339,Vilniaus apskritis,2008,9,65,42.4,826306.0
3340,Vilniaus m. sav.,2008,9,54,35.6,541596.0
3341,Šalčininkų r. sav.,2008,9,1,46.3,36145.0
3342,Širvintų r. sav.,2008,9,5,33.3,18752.0
3343,Švenčionių r. sav.,2008,9,1,55.9,29613.0
3344,Ukmergės r. sav.,2008,9,2,32.6,43643.0
3345,Vilniaus r. sav.,2008,9,2,39.7,94669.0
3346,Trakų r. sav.,2008,9,3,47.7,35550.0
3347,Alytaus apskritis,2008,10,2,49.1,170249.0
3348,Alytaus m. sav.,2008,10,0,31.8,65856.0
3349,Druskininkų sav.,2008,10,1,69.2,23187.0
3350,Alytaus r. sav.,2008,10,1,24.7,29773.0
3351,Lazdijų r. sav.,2008,10,0,34.9,23902.0
3352,Varėnos r. sav.,2008,10,0,69.1,27531.0
3353,Kauno apskritis,2008,10,29,29.6,643358.0
3354,Kauno m. sav.,2008,10,17,16.9,339535.0
3355,Jonavos r. sav.,2008,10,1,41.9,49051.0
3356,Kaišiadorių r. sav.,2008,10,1,31.5,35571.0
3357,Kauno r. sav.,2008,10,3,32.7,83946.0
3358,Kėdainių r. sav.,2008,10,4,25.5,58226.0
3359,Prienų r. sav.,2008,10,1,27.6,31807.0
3360,Raseinių r. sav.,2008,10,2,23.4,40361.0
3361,Klaipėdos apskritis,2008,10,8,26.5,357201.0
3362,Klaipėdos m. sav.,2008,10,4,20.6,172686.0
3363,Palangos m. sav.,2008,10,0,39.9,16386.0
3364,Klaipėdos r. sav.,2008,10,0,26.0,50488.0
3365,Kretingos r. sav.,2008,10,1,34.6,43786.0
3366,Skuodo r. sav.,2008,10,1,19.8,22348.0
3367,Šilutės r. sav.,2008,10,2,22.3,49207.0
3368,Marijampolės apskritis,2008,10,3,21.7,172200.0
3369,Marijampolės r. sav.,2008,10,2,,
3370,Šakių r. sav.,2008,10,1,22.9,34784.0
3371,Vilkaviškio r. sav.,2008,10,0,10.6,45488.0
3372,Panevėžio apskritis,2008,10,28,28.2,268815.0
3373,Panevėžio m. sav.,2008,10,11,2.2,106495.0
3374,Biržų r. sav.,2008,10,3,27.2,30959.0
3375,Kupiškio r. sav.,2008,10,2,29.3,22052.0
3376,Panevėžio r. sav.,2008,10,2,34.8,41162.0
3377,Pasvalio r. sav.,2008,10,0,17.0,30598.0
3378,Rokiškio r. sav.,2008,10,10,29.0,37549.0
3379,Šiaulių apskritis,2008,10,22,27.3,328699.0
3380,Šiaulių m. sav.,2008,10,9,8.3,117829.0
3381,Akmenės r. sav.,2008,10,0,32.4,25967.0
3382,Joniškio r. sav.,2008,10,2,20.0,28543.0
3383,Kelmės r. sav.,2008,10,4,30.2,35602.0
3384,Radviliškio r. sav.,2008,10,1,25.4,46681.0
3385,Šiaulių r. sav.,2008,10,2,34.7,48124.0
3386,Tauragės apskritis,2008,10,5,33.0,119179.0
3387,Jurbarko r. sav.,2008,10,0,38.1,32954.0
3388,Šilalės r. sav.,2008,10,0,28.4,28439.0
3389,Tauragės r. sav.,2008,10,5,38.4,47318.0
3390,Telšių apskritis,2008,10,8,36.1,162431.0
3391,Mažeikių r. sav.,2008,10,2,29.5,61932.0
3392,Plungės r. sav.,2008,10,5,35.9,40473.0
3393,Telšių r. sav.,2008,10,1,34.7,50589.0
3394,Utenos apskritis,2008,10,7,33.3,164167.0
3395,Visagino sav.,2008,10,0,56.0,25232.0
3396,Anykščių r. sav.,2008,10,2,32.2,30929.0
3397,Ignalinos r. sav.,2008,10,3,35.5,19838.0
3398,Molėtų r. sav.,2008,10,0,28.9,22221.0
3399,Utenos r. sav.,2008,10,2,31.8,46056.0
3400,Zarasų r. sav.,2008,10,0,37.3,19891.0
3401,Vilniaus apskritis,2008,10,56,42.4,826306.0
3402,Vilniaus m. sav.,2008,10,46,35.6,541596.0
3403,Šalčininkų r. sav.,2008,10,0,46.3,36145.0
3404,Širvintų r. sav.,2008,10,4,33.3,18752.0
3405,Švenčionių r. sav.,2008,10,2,55.9,29613.0
3406,Ukmergės r. sav.,2008,10,0,32.6,43643.0
3407,Vilniaus r. sav.,2008,10,4,39.7,94669.0
3408,Trakų r. sav.,2008,10,4,47.7,35550.0
3409,Alytaus apskritis,2008,11,2,49.1,170249.0
3410,Alytaus m. sav.,2008,11,1,31.8,65856.0
3411,Druskininkų sav.,2008,11,0,69.2,23187.0
3412,Alytaus r. sav.,2008,11,0,24.7,29773.0
3413,Lazdijų r. sav.,2008,11,1,34.9,23902.0
3414,Varėnos r. sav.,2008,11,0,69.1,27531.0
