name,year,month,infections
Utenos apskritis,2004,4,5
Visaginas,2004,4,1
Anykščių r.,2004,4,2
Ignalinos r.,2004,4,0
Molėtų r.,2004,4,0
Utenos r.,2004,4,2
Zarasų r.,2004,4,0
Vilniaus apskritis,2004,4,4
Šalčininkų r.,2004,4,0
Širvintų r.,2004,4,0
Švenčionių r.,2004,4,0
Ukmergės r.,2004,4,0
Trakų r.,2004,4,2
Alytaus apskritis,2004,5,0
Alytus,2004,5,0
Druskininkai,2004,5,0
Alytaus r.,2004,5,0
Lazdijų r.,2004,5,0
Varėnos r.,2004,5,0
Kauno apskritis,2004,5,17
Kaunas,2004,5,13
Jonavos r.,2004,5,3
Kaišiadorių r.,2004,5,0
Kauno r.,2004,5,0
Kėdainių r.,2004,5,0
Prienų r.,2004,5,0
Raseinių r.,2004,5,1
Klaipėdos apskritis,2004,5,7
Klaipėda,2004,5,4
Palanga,2004,5,0
Klaipėdos r.,2004,5,1
Kretingos r.,2004,5,0
Skuodo r.,2004,5,0
Šilutės r.,2004,5,2
Marijampolės apskritis,2004,5,0
Marijampolės r.,2004,5,0
Šakių r.,2004,5,0
Vilkaviškio r.,2004,5,0
Panevėžio apskritis,2004,5,9
Panevėžys,2004,5,3
Biržų r.,2004,5,2
Kupiškio r.,2004,5,0
Panevėžio r.,2004,5,2
Pasvalio r.,2004,5,0
Rokiškio r.,2004,5,2
Šiaulių apskritis,2004,5,8
Šiauliai,2004,5,1
Akmenės r.,2004,5,2
Joniškio r.,2004,5,0
Kelmės r.,2004,5,0
Radviliškio r.,2004,5,1
Šiaulių r.,2004,5,2
Tauragės apskritis,2004,5,2
Jurbarko r.,2004,5,0
Šilalės r.,2004,5,0
Tauragės r.,2004,5,2
Telšių apskritis,2004,5,4
Mažeikių r.,2004,5,1
Plungės r.,2004,5,0
Telšių r.,2004,5,3
Utenos apskritis,2004,5,2
Visaginas,2004,5,0
Anykščių r.,2004,5,0
Ignalinos r.,2004,5,0
Molėtų r.,2004,5,0
Utenos r.,2004,5,2
Zarasų r.,2004,5,0
Vilniaus apskritis,2004,5,4
Šalčininkų r.,2004,5,0
Širvintų r.,2004,5,0
Švenčionių r.,2004,5,0
Ukmergės r.,2004,5,0
Trakų r.,2004,5,1
Alytaus apskritis,2004,6,1
Alytus,2004,6,1
Druskininkai,2004,6,0
Alytaus r.,2004,6,0
Lazdijų r.,2004,6,0
Varėnos r.,2004,6,0
Kauno apskritis,2004,6,34
Kaunas,2004,6,17
Jonavos r.,2004,6,5
Kaišiadorių r.,2004,6,1
Kauno r.,2004,6,5
Kėdainių r.,2004,6,2
Prienų r.,2004,6,1
Raseinių r.,2004,6,3
Klaipėdos apskritis,2004,6,5
Klaipėda,2004,6,4
Palanga,2004,6,0
Klaipėdos r.,2004,6,1
Kretingos r.,2004,6,0
Skuodo r.,2004,6,0
Šilutės r.,2004,6,0
Marijampolės apskritis,2004,6,1
Marijampolės r.,2004,6,1
Šakių r.,2004,6,0
Vilkaviškio r.,2004,6,0
Panevėžio apskritis,2004,6,13
Panevėžys,2004,6,7
Biržų r.,2004,6,0
Kupiškio r.,2004,6,0
Panevėžio r.,2004,6,3
Pasvalio r.,2004,6,0
Rokiškio r.,2004,6,3
Šiaulių apskritis,2004,6,8
Šiauliai,2004,6,3
Akmenės r.,2004,6,1
Joniškio r.,2004,6,0
Kelmės r.,2004,6,0
Radviliškio r.,2004,6,0
Šiaulių r.,2004,6,3
Tauragės apskritis,2004,6,1
Jurbarko r.,2004,6,1
Šilalės r.,2004,6,0
Tauragės r.,2004,6,0
Telšių apskritis,2004,6,2
Mažeikių r.,2004,6,1
Plungės r.,2004,6,0
Telšių r.,2004,6,1
Utenos apskritis,2004,6,6
Visaginas,2004,6,0
Anykščių r.,2004,6,0
Ignalinos r.,2004,6,0
Molėtų r.,2004,6,1
Utenos r.,2004,6,5
Zarasų r.,2004,6,0
Vilniaus apskritis,2004,6,25
Šalčininkų r.,2004,6,0
Širvintų r.,2004,6,0
Švenčionių r.,2004,6,0
Ukmergės r.,2004,6,3
Trakų r.,2004,6,1
Alytaus apskritis,2004,7,4
Alytus,2004,7,1
Druskininkai,2004,7,1
Alytaus r.,2004,7,1
Lazdijų r.,2004,7,1
Varėnos r.,2004,7,0
Kauno apskritis,2004,7,63
Kaunas,2004,7,41
Jonavos r.,2004,7,4
Kaišiadorių r.,2004,7,5
Kauno r.,2004,7,8
Kėdainių r.,2004,7,3
Prienų r.,2004,7,1
Raseinių r.,2004,7,1
Klaipėdos apskritis,2004,7,11
Klaipėda,2004,7,4
Palanga,2004,7,0
Klaipėdos r.,2004,7,2
Kretingos r.,2004,7,0
Skuodo r.,2004,7,0
Šilutės r.,2004,7,5
Marijampolės apskritis,2004,7,3
Marijampolės r.,2004,7,1
Šakių r.,2004,7,0
Vilkaviškio r.,2004,7,2
Panevėžio apskritis,2004,7,18
Panevėžys,2004,7,15
Biržų r.,2004,7,0
Kupiškio r.,2004,7,0
Panevėžio r.,2004,7,3
Pasvalio r.,2004,7,0
Rokiškio r.,2004,7,0
Šiaulių apskritis,2004,7,10
Šiauliai,2004,7,5
Akmenės r.,2004,7,3
Joniškio r.,2004,7,0
Kelmės r.,2004,7,1
Radviliškio r.,2004,7,0
Šiaulių r.,2004,7,1
Tauragės apskritis,2004,7,1
Jurbarko r.,2004,7,0
Šilalės r.,2004,7,1
Tauragės r.,2004,7,0
Telšių apskritis,2004,7,8
Mažeikių r.,2004,7,0
Plungės r.,2004,7,1
Telšių r.,2004,7,7
Utenos apskritis,2004,7,7
Visaginas,2004,7,1
Anykščių r.,2004,7,0
Ignalinos r.,2004,7,0
Molėtų r.,2004,7,3
Utenos r.,2004,7,1
Zarasų r.,2004,7,2
Vilniaus apskritis,2004,7,19
Šalčininkų r.,2004,7,0
Širvintų r.,2004,7,1
Švenčionių r.,2004,7,0
Ukmergės r.,2004,7,0
Trakų r.,2004,7,0
Alytaus apskritis,2004,8,6
Alytus,2004,8,4
Druskininkai,2004,8,2
Alytaus r.,2004,8,0
Lazdijų r.,2004,8,0
Varėnos r.,2004,8,0
Kauno apskritis,2004,8,80
Kaunas,2004,8,50
Jonavos r.,2004,8,7
Kaišiadorių r.,2004,8,2
Kauno r.,2004,8,14
Kėdainių r.,2004,8,1
Prienų r.,2004,8,3
Raseinių r.,2004,8,3
Klaipėdos apskritis,2004,8,13
Klaipėda,2004,8,4
Palanga,2004,8,0
Klaipėdos r.,2004,8,0
Kretingos r.,2004,8,3
Skuodo r.,2004,8,0
Šilutės r.,2004,8,6
Marijampolės apskritis,2004,8,6
Marijampolės r.,2004,8,4
Šakių r.,2004,8,1
Vilkaviškio r.,2004,8,1
Panevėžio apskritis,2004,8,38
Panevėžys,2004,8,28
Biržų r.,2004,8,0
Kupiškio r.,2004,8,0
Panevėžio r.,2004,8,8
Pasvalio r.,2004,8,0
Rokiškio r.,2004,8,2
Šiaulių apskritis,2004,8,21
Šiauliai,2004,8,12
Akmenės r.,2004,8,0
Joniškio r.,2004,8,1
Kelmės r.,2004,8,0
Radviliškio r.,2004,8,1
Šiaulių r.,2004,8,7
Tauragės apskritis,2004,8,5
Jurbarko r.,2004,8,0
Šilalės r.,2004,8,0
Tauragės r.,2004,8,5
Telšių apskritis,2004,8,17
Mažeikių r.,2004,8,7
Plungės r.,2004,8,1
Telšių r.,2004,8,9
Utenos apskritis,2004,8,5
Visaginas,2004,8,0
Anykščių r.,2004,8,1
Ignalinos r.,2004,8,0
Molėtų r.,2004,8,0
Utenos r.,2004,8,4
Zarasų r.,2004,8,0
Vilniaus apskritis,2004,8,53
Šalčininkų r.,2004,8,0
Širvintų r.,2004,8,0
Švenčionių r.,2004,8,2
Ukmergės r.,2004,8,1
Trakų r.,2004,8,1
Alytaus apskritis,2004,9,3
Alytus,2004,9,1
Druskininkai,2004,9,0
Alytaus r.,2004,9,0
Lazdijų r.,2004,9,2
Varėnos r.,2004,9,0
Kauno apskritis,2004,9,75
Kaunas,2004,9,54
Jonavos r.,2004,9,3
Kaišiadorių r.,2004,9,3
Kauno r.,2004,9,9
Kėdainių r.,2004,9,1
Prienų r.,2004,9,1
Raseinių r.,2004,9,4
Klaipėdos apskritis,2004,9,17
Klaipėda,2004,9,10
Palanga,2004,9,0
Klaipėdos r.,2004,9,2
Kretingos r.,2004,9,0
Skuodo r.,2004,9,0
Šilutės r.,2004,9,5
Marijampolės apskritis,2004,9,8
Marijampolės r.,2004,9,2
Šakių r.,2004,9,2
Vilkaviškio r.,2004,9,4
Panevėžio apskritis,2004,9,43
Panevėžys,2004,9,29
Biržų r.,2004,9,0
Kupiškio r.,2004,9,3
Panevėžio r.,2004,9,7
Pasvalio r.,2004,9,1
Rokiškio r.,2004,9,3
Šiaulių apskritis,2004,9,30
Šiauliai,2004,9,7
Akmenės r.,2004,9,3
Joniškio r.,2004,9,0
Kelmės r.,2004,9,5
Radviliškio r.,2004,9,11
Šiaulių r.,2004,9,2
Tauragės apskritis,2004,9,7
Jurbarko r.,2004,9,0
Šilalės r.,2004,9,0
Tauragės r.,2004,9,7
Telšių apskritis,2004,9,20
Mažeikių r.,2004,9,10
Plungės r.,2004,9,5
Telšių r.,2004,9,5
Utenos apskritis,2004,9,16
Visaginas,2004,9,3
Anykščių r.,2004,9,1
Ignalinos r.,2004,9,0
Molėtų r.,2004,9,0
Utenos r.,2004,9,7
Zarasų r.,2004,9,5
Vilniaus apskritis,2004,9,57
Šalčininkų r.,2004,9,0
Širvintų r.,2004,9,4
Švenčionių r.,2004,9,2
Ukmergės r.,2004,9,0
Trakų r.,2004,9,4
Alytaus apskritis,2004,10,6
Alytus,2004,10,5
Druskininkai,2004,10,0
Alytaus r.,2004,10,1
Lazdijų r.,2004,10,0
Varėnos r.,2004,10,0
Kauno apskritis,2004,10,63
Kaunas,2004,10,44
Jonavos r.,2004,10,2
Kaišiadorių r.,2004,10,0
Kauno r.,2004,10,7
Kėdainių r.,2004,10,2
Prienų r.,2004,10,1
Raseinių r.,2004,10,7
Klaipėdos apskritis,2004,10,15
Klaipėda,2004,10,5
Palanga,2004,10,0
Klaipėdos r.,2004,10,1
Kretingos r.,2004,10,2
Skuodo r.,2004,10,0
Šilutės r.,2004,10,7
Marijampolės apskritis,2004,10,4
Marijampolės r.,2004,10,3
Šakių r.,2004,10,1
Vilkaviškio r.,2004,10,0
Panevėžio apskritis,2004,10,50
Panevėžys,2004,10,33
Biržų r.,2004,10,0
Kupiškio r.,2004,10,3
Panevėžio r.,2004,10,7
Pasvalio r.,2004,10,2
Rokiškio r.,2004,10,5
Šiaulių apskritis,2004,10,21
Šiauliai,2004,10,8
Akmenės r.,2004,10,0
Joniškio r.,2004,10,0
Kelmės r.,2004,10,6
Radviliškio r.,2004,10,0
Šiaulių r.,2004,10,2
Tauragės apskritis,2004,10,8
Jurbarko r.,2004,10,2
Šilalės r.,2004,10,0
Tauragės r.,2004,10,6
Telšių apskritis,2004,10,20
Mažeikių r.,2004,10,8
Plungės r.,2004,10,11
Telšių r.,2004,10,1
Utenos apskritis,2004,10,11
Visaginas,2004,10,0
Anykščių r.,2004,10,0
Ignalinos r.,2004,10,0
Molėtų r.,2004,10,0
Utenos r.,2004,10,10
Zarasų r.,2004,10,1
Vilniaus apskritis,2004,10,57
Šalčininkų r.,2004,10,0
Širvintų r.,2004,10,1
Švenčionių r.,2004,10,4
Ukmergės r.,2004,10,2
Trakų r.,2004,10,2
Alytaus apskritis,2004,11,4
Alytus,2004,11,2
Druskininkai,2004,11,0
Alytaus r.,2004,11,2
Lazdijų r.,2004,11,0
Varėnos r.,2004,11,0
Kauno apskritis,2004,11,37
Kaunas,2004,11,30
Jonavos r.,2004,11,0
Kaišiadorių r.,2004,11,0
Kauno r.,2004,11,2
Kėdainių r.,2004,11,2
Prienų r.,2004,11,0
Raseinių r.,2004,11,3
Klaipėdos apskritis,2004,11,10
Klaipėda,2004,11,2
Palanga,2004,11,1
Klaipėdos r.,2004,11,1
Kretingos r.,2004,11,0
Skuodo r.,2004,11,0
Šilutės r.,2004,11,6
Marijampolės apskritis,2004,11,3
Marijampolės r.,2004,11,1
Šakių r.,2004,11,0
Vilkaviškio r.,2004,11,2
Panevėžio apskritis,2004,11,19
Panevėžys,2004,11,11
Biržų r.,2004,11,0
Kupiškio r.,2004,11,3
Panevėžio r.,2004,11,3
Pasvalio r.,2004,11,0
Rokiškio r.,2004,11,2
Šiaulių apskritis,2004,11,25
Šiauliai,2004,11,15
Akmenės r.,2004,11,2
Joniškio r.,2004,11,0
Kelmės r.,2004,11,3
Radviliškio r.,2004,11,1
Šiaulių r.,2004,11,4
Tauragės apskritis,2004,11,8
Jurbarko r.,2004,11,0
Šilalės r.,2004,11,1
Tauragės r.,2004,11,7
Telšių apskritis,2004,11,9
Mažeikių r.,2004,11,0
Plungės r.,2004,11,4
Telšių r.,2004,11,5
Utenos apskritis,2004,11,8
Visaginas,2004,11,0
Anykščių r.,2004,11,0
Ignalinos r.,2004,11,1
Molėtų r.,2004,11,0
Utenos r.,2004,11,4
Zarasų r.,2004,11,3
Vilniaus apskritis,2004,11,54
Šalčininkų r.,2004,11,0
Širvintų r.,2004,11,1
Švenčionių r.,2004,11,1
Ukmergės r.,2004,11,5
Trakų r.,2004,11,2
Alytaus apskritis,2004,12,2
Alytus,2004,12,2
Druskininkai,2004,12,0
Alytaus r.,2004,12,0
Lazdijų r.,2004,12,0
Varėnos r.,2004,12,0
Kauno apskritis,2004,12,22
Kaunas,2004,12,14
Jonavos r.,2004,12,2
Kaišiadorių r.,2004,12,0
Kauno r.,2004,12,2
Kėdainių r.,2004,12,1
Prienų r.,2004,12,2
Raseinių r.,2004,12,1
Klaipėdos apskritis,2004,12,4
Klaipėda,2004,12,3
Palanga,2004,12,0
Klaipėdos r.,2004,12,0
Kretingos r.,2004,12,0
Skuodo r.,2004,12,0
Šilutės r.,2004,12,1
Marijampolės apskritis,2004,12,6
Marijampolės r.,2004,12,0
Šakių r.,2004,12,2
Vilkaviškio r.,2004,12,4
Panevėžio apskritis,2004,12,16
Panevėžys,2004,12,10
Biržų r.,2004,12,1
Kupiškio r.,2004,12,0
Panevėžio r.,2004,12,3
Pasvalio r.,2004,12,0
Rokiškio r.,2004,12,2
Šiaulių apskritis,2004,12,17
Šiauliai,2004,12,6
Akmenės r.,2004,12,1
Joniškio r.,2004,12,5
Kelmės r.,2004,12,3
Radviliškio r.,2004,12,0
Šiaulių r.,2004,12,2
Tauragės apskritis,2004,12,3
Jurbarko r.,2004,12,0
Šilalės r.,2004,12,0
Tauragės r.,2004,12,3
Telšių apskritis,2004,12,13
Mažeikių r.,2004,12,4
Plungės r.,2004,12,6
Telšių r.,2004,12,3
Utenos apskritis,2004,12,4
Visaginas,2004,12,0
Anykščių r.,2004,12,1
Ignalinos r.,2004,12,0
Molėtų r.,2004,12,0
Utenos r.,2004,12,2
Zarasų r.,2004,12,1
Vilniaus apskritis,2004,12,19
Šalčininkų r.,2004,12,0
Širvintų r.,2004,12,0
Švenčionių r.,2004,12,0
Ukmergės r.,2004,12,0
Trakų r.,2004,12,2
